tanggal,jam,suhu_C,cuaca,RH_%,wind_kmh
30-06-2026,00:00,22.0,Cerah,74.0,2.0
30-06-2026,01:00,22.0,Cerah,74.0,2.0
30-06-2026,02:00,20.0,Cerah,78.0,0.4
30-06-2026,03:00,20.0,Cerah,78.0,0.4
30-06-2026,04:00,20.0,Cerah,78.0,0.4
30-06-2026,05:00,21.0,Cerah,73.0,2.9
30-06-2026,06:00,21.0,Cerah,73.0,2.9
30-06-2026,07:00,21.0,Cerah,73.0,2.9
30-06-2026,08:00,30.0,Cerah,42.0,6.2
30-06-2026,09:00,30.0,Cerah,42.0,6.2
30-06-2026,10:00,30.0,Cerah,42.0,6.2
30-06-2026,11:00,33.0,Cerah,31.0,6.9
30-06-2026,12:00,33.0,Cerah,31.0,6.9
30-06-2026,13:00,33.0,Cerah,31.0,6.9
30-06-2026,14:00,32.0,Cerah,43.0,9.6
30-06-2026,15:00,32.0,Cerah,43.0,9.6
30-06-2026,16:00,32.0,Cerah,43.0,9.6
30-06-2026,17:00,26.0,Cerah,68.0,5.2
30-06-2026,18:00,26.0,Cerah,68.0,5.2
30-06-2026,19:00,26.0,Cerah,68.0,5.2
30-06-2026,20:00,23.0,Cerah,78.0,1.1
30-06-2026,21:00,23.0,Cerah,78.0,1.1
30-06-2026,22:00,23.0,Cerah,78.0,1.1
30-06-2026,23:00,23.0,Cerah,78.0,1.1
