tanggal,jam,suhu_C,cuaca,RH_%,wind_kmh
13-09-2026,00:00,26.0,Berawan,78.0,3.4
13-09-2026,01:00,26.0,Berawan,78.0,3.4
13-09-2026,02:00,25.0,Berawan,82.0,2.6
13-09-2026,03:00,25.0,Berawan,82.0,2.6
13-09-2026,04:00,25.0,Berawan,82.0,2.6
13-09-2026,05:00,26.0,Cerah Berawan,75.0,1.6
13-09-2026,06:00,26.0,Cerah Berawan,75.0,1.6
13-09-2026,07:00,26.0,Cerah Berawan,75.0,1.6
13-09-2026,08:00,33.0,Cerah,34.0,19.3
13-09-2026,09:00,33.0,Cerah,34.0,19.3
13-09-2026,10:00,33.0,Cerah,34.0,19.3
13-09-2026,11:00,34.0,Cerah,30.0,17.8
13-09-2026,12:00,34.0,Cerah,30.0,17.8
13-09-2026,13:00,34.0,Cerah,30.0,17.8
13-09-2026,14:00,31.0,Cerah,48.0,17.6
13-09-2026,15:00,31.0,Cerah,48.0,17.6
13-09-2026,16:00,31.0,Cerah,48.0,17.6
13-09-2026,17:00,28.0,Cerah,70.0,9.2
13-09-2026,18:00,28.0,Cerah,70.0,9.2
13-09-2026,19:00,28.0,Cerah,70.0,9.2
13-09-2026,20:00,27.0,Cerah,74.0,4.5
13-09-2026,21:00,27.0,Cerah,74.0,4.5
13-09-2026,22:00,27.0,Cerah,74.0,4.5
13-09-2026,23:00,27.0,Cerah,74.0,4.5
