jam,sources_used,weight_total,coverage_status,source_list,dominant_category,confidence_score,confidence_label,temp_mean,temp_error,rh_mean,rh_error,rain_mean,rain_error,heat_index_mean,heat_index_error,%cerah,%cerah_berawan,%berawan,%hujan_ringan,%hujan_sedang,%hujan_lebat
10:00,9,8.7925,cukup,"BMKG,CMA,ECMWF,GFS,ICON,KMA,METEOFRANCE,METNO,UKMO",Cerah Berawan,82.1,Tinggi,31.05,+/-0.52,64.21,+/-2.48,0.2,+/-0.49,36.06,+/-1.05,11.4,38.1,27.6,22.9,0.0,0.0
13:00,9,8.7925,cukup,"BMKG,CMA,ECMWF,GFS,ICON,KMA,METEOFRANCE,METNO,UKMO",Hujan Ringan,86.7,Tinggi,31.08,+/-1.69,66.61,+/-6.37,0.35,+/-0.43,36.7,+/-2.82,0.0,0.0,40.1,59.9,0.0,0.0
16:00,9,8.7925,cukup,"BMKG,CMA,ECMWF,GFS,ICON,KMA,METEOFRANCE,METNO,UKMO",Hujan Ringan,86.5,Tinggi,29.92,+/-0.71,77.12,+/-7.19,1.01,+/-0.85,33.13,+/-4.44,0.0,0.0,7.2,58.7,0.0,34.1
19:00,9,8.7925,cukup,"BMKG,CMA,ECMWF,GFS,ICON,KMA,METEOFRANCE,METNO,UKMO",Berawan,84.7,Tinggi,27.18,+/-1.14,86.11,+/-4.87,0.41,+/-0.7,29.99,+/-3.56,0.0,0.0,51.1,26.2,0.0,22.7
22:00,9,8.7925,cukup,"BMKG,CMA,ECMWF,GFS,ICON,KMA,METEOFRANCE,METNO,UKMO",Berawan,89.2,Tinggi,26.48,+/-0.96,89.26,+/-3.96,0.05,+/-0.08,25.83,+/-0.46,0.0,0.0,66.4,22.7,0.0,10.8
