tanggal,jam,suhu_C,cuaca,RH_%,wind_kmh
15-06-2026,00:00,23.0,Cerah,90.0,0.7
15-06-2026,01:00,23.0,Cerah,90.0,0.7
15-06-2026,02:00,23.0,Cerah,90.0,0.7
15-06-2026,03:00,23.0,Cerah,90.0,0.7
15-06-2026,04:00,23.0,Cerah Berawan,94.0,0.5
15-06-2026,05:00,23.0,Cerah Berawan,94.0,0.5
15-06-2026,06:00,23.0,Cerah Berawan,94.0,0.5
15-06-2026,07:00,29.0,Cerah Berawan,70.0,5.3
15-06-2026,08:00,29.0,Cerah Berawan,70.0,5.3
15-06-2026,09:00,29.0,Cerah Berawan,70.0,5.3
15-06-2026,10:00,34.0,Berawan,59.0,9.6
15-06-2026,11:00,34.0,Berawan,59.0,9.6
15-06-2026,12:00,34.0,Berawan,59.0,9.6
15-06-2026,13:00,30.0,Cerah Berawan,74.0,1.9
15-06-2026,14:00,30.0,Cerah Berawan,74.0,1.9
15-06-2026,15:00,30.0,Cerah Berawan,74.0,1.9
15-06-2026,16:00,28.0,Cerah,81.0,0.5
15-06-2026,17:00,28.0,Cerah,81.0,0.5
15-06-2026,18:00,28.0,Cerah,81.0,0.5
15-06-2026,19:00,27.0,Cerah,86.0,2.7
15-06-2026,20:00,27.0,Cerah,86.0,2.7
15-06-2026,21:00,27.0,Cerah,86.0,2.7
15-06-2026,22:00,24.0,Cerah,93.0,0.4
15-06-2026,23:00,24.0,Cerah,93.0,0.4
