tanggal,jam,suhu_C,cuaca,RH_%,wind_kmh
27-08-2026,11:00,34.0,Berawan,43.0,10.2
27-08-2026,12:00,34.0,Berawan,43.0,10.2
27-08-2026,13:00,34.0,Berawan,43.0,10.2
27-08-2026,14:00,34.0,Berawan,43.0,10.2
27-08-2026,15:00,34.0,Berawan,43.0,10.2
27-08-2026,16:00,30.0,Cerah,59.0,1.9
27-08-2026,17:00,30.0,Cerah,59.0,1.9
27-08-2026,18:00,30.0,Cerah,59.0,1.9
27-08-2026,19:00,27.0,Berawan,66.0,1.6
27-08-2026,20:00,27.0,Berawan,66.0,1.6
27-08-2026,21:00,27.0,Berawan,66.0,1.6
27-08-2026,22:00,24.0,Cerah,78.0,0.4
27-08-2026,23:00,24.0,Cerah,78.0,0.4
