tanggal,jam,suhu_C,cuaca,RH_%,wind_kmh
14-09-2026,00:00,26.0,Cerah,76.0,4.5
14-09-2026,01:00,26.0,Cerah,76.0,4.5
14-09-2026,02:00,24.0,Cerah,80.0,2.1
14-09-2026,03:00,24.0,Cerah,80.0,2.1
14-09-2026,04:00,24.0,Cerah,80.0,2.1
14-09-2026,05:00,26.0,Cerah,69.0,2.4
14-09-2026,06:00,26.0,Cerah,69.0,2.4
14-09-2026,07:00,26.0,Cerah,69.0,2.4
14-09-2026,08:00,33.0,Cerah,36.0,6.5
14-09-2026,09:00,33.0,Cerah,36.0,6.5
14-09-2026,10:00,33.0,Cerah,36.0,6.5
14-09-2026,11:00,36.0,Cerah,31.0,11.4
14-09-2026,12:00,36.0,Cerah,31.0,11.4
14-09-2026,13:00,36.0,Cerah,31.0,11.4
14-09-2026,14:00,32.0,Berawan,51.0,17.0
14-09-2026,15:00,32.0,Berawan,51.0,17.0
14-09-2026,16:00,32.0,Berawan,51.0,17.0
14-09-2026,17:00,28.0,Cerah,70.0,6.6
14-09-2026,18:00,28.0,Cerah,70.0,6.6
14-09-2026,19:00,28.0,Cerah,70.0,6.6
14-09-2026,20:00,26.0,Cerah Berawan,74.0,2.9
14-09-2026,21:00,26.0,Cerah Berawan,74.0,2.9
14-09-2026,22:00,26.0,Cerah Berawan,74.0,2.9
14-09-2026,23:00,26.0,Cerah Berawan,74.0,2.9
