tanggal,jam,suhu_C,cuaca,RH_%,wind_kmh
30-04-2026,10:00,31.0,Cerah Berawan,70.0,10.2
30-04-2026,13:00,30.0,Hujan Ringan,72.0,3.6
30-04-2026,16:00,27.0,Berawan,86.0,3.2
30-04-2026,19:00,26.0,Berawan,91.0,2.1
30-04-2026,22:00,25.0,Hujan Ringan,95.0,2.5
