tanggal,jam,suhu_C,cuaca,RH_%,wind_kmh
27-09-2026,00:00,27.0,Cerah Berawan,73.0,3.8
27-09-2026,01:00,27.0,Cerah Berawan,73.0,3.8
27-09-2026,02:00,27.0,Cerah Berawan,73.0,3.8
27-09-2026,03:00,26.0,Cerah Berawan,75.0,2.5
27-09-2026,04:00,26.0,Cerah Berawan,75.0,2.5
27-09-2026,05:00,26.0,Cerah Berawan,75.0,2.5
27-09-2026,06:00,30.0,Cerah,57.0,3.4
27-09-2026,07:00,30.0,Cerah,57.0,3.4
27-09-2026,08:00,30.0,Cerah,57.0,3.4
27-09-2026,09:00,35.0,Cerah,31.0,9.9
27-09-2026,10:00,35.0,Cerah,31.0,9.9
27-09-2026,11:00,35.0,Cerah,31.0,9.9
27-09-2026,12:00,34.0,Cerah,36.0,20.8
27-09-2026,13:00,34.0,Cerah,36.0,20.8
27-09-2026,14:00,34.0,Cerah,36.0,20.8
27-09-2026,15:00,30.0,Cerah,45.0,15.8
27-09-2026,16:00,30.0,Cerah,45.0,15.8
27-09-2026,17:00,30.0,Cerah,45.0,15.8
27-09-2026,18:00,28.0,Cerah,64.0,9.5
27-09-2026,19:00,28.0,Cerah,64.0,9.5
27-09-2026,20:00,28.0,Cerah,64.0,9.5
27-09-2026,21:00,27.0,Cerah,70.0,3.3
27-09-2026,22:00,27.0,Cerah,70.0,3.3
27-09-2026,23:00,27.0,Cerah,70.0,3.3
