tanggal,jam,suhu_C,cuaca,RH_%,wind_kmh
01-07-2026,00:00,20.0,Cerah,85.0,0.8
01-07-2026,01:00,20.0,Cerah,85.0,0.8
01-07-2026,02:00,20.0,Cerah,85.0,0.7
01-07-2026,03:00,20.0,Cerah,85.0,0.7
01-07-2026,04:00,20.0,Cerah,85.0,0.7
01-07-2026,05:00,22.0,Cerah,78.0,3.2
01-07-2026,06:00,22.0,Cerah,78.0,3.2
01-07-2026,07:00,22.0,Cerah,78.0,3.2
01-07-2026,08:00,29.0,Cerah Berawan,52.0,3.2
01-07-2026,09:00,29.0,Cerah Berawan,52.0,3.2
01-07-2026,10:00,29.0,Cerah Berawan,52.0,3.2
01-07-2026,11:00,33.0,Berawan,43.0,6.1
01-07-2026,12:00,33.0,Berawan,43.0,6.1
01-07-2026,13:00,33.0,Berawan,43.0,6.1
01-07-2026,14:00,31.0,Cerah Berawan,52.0,6.1
01-07-2026,15:00,31.0,Cerah Berawan,52.0,6.1
01-07-2026,16:00,31.0,Cerah Berawan,52.0,6.1
01-07-2026,17:00,28.0,Cerah,64.0,1.0
01-07-2026,18:00,28.0,Cerah,64.0,1.0
01-07-2026,19:00,28.0,Cerah,64.0,1.0
01-07-2026,20:00,25.0,Cerah Berawan,76.0,1.0
01-07-2026,21:00,25.0,Cerah Berawan,76.0,1.0
01-07-2026,22:00,25.0,Cerah Berawan,76.0,1.0
01-07-2026,23:00,25.0,Cerah Berawan,76.0,1.0
