tanggal,jam,suhu_C,cuaca,RH_%,wind_kmh
08-09-2026,00:00,25.0,Cerah,71.0,4.1
08-09-2026,01:00,25.0,Cerah,71.0,4.1
08-09-2026,02:00,25.0,Cerah,71.0,4.1
08-09-2026,03:00,23.0,Cerah,78.0,0.7
08-09-2026,04:00,23.0,Cerah,78.0,0.7
08-09-2026,05:00,23.0,Cerah,78.0,0.7
08-09-2026,06:00,28.0,Cerah,56.0,1.3
08-09-2026,07:00,28.0,Cerah,56.0,1.3
08-09-2026,08:00,28.0,Cerah,56.0,1.3
08-09-2026,09:00,34.0,Cerah,35.0,8.5
08-09-2026,10:00,34.0,Cerah,35.0,8.5
08-09-2026,11:00,34.0,Cerah,35.0,8.5
08-09-2026,12:00,36.0,Cerah,33.0,5.4
08-09-2026,13:00,36.0,Cerah,33.0,5.4
08-09-2026,14:00,36.0,Cerah,33.0,5.4
08-09-2026,15:00,31.0,Cerah,54.0,19.7
08-09-2026,16:00,31.0,Cerah,54.0,19.7
08-09-2026,17:00,31.0,Cerah,54.0,19.7
08-09-2026,18:00,29.0,Cerah,64.0,7.2
08-09-2026,19:00,29.0,Cerah,64.0,7.2
08-09-2026,20:00,29.0,Cerah,64.0,7.2
08-09-2026,21:00,27.0,Cerah,67.0,2.3
08-09-2026,22:00,27.0,Cerah,67.0,2.3
08-09-2026,23:00,27.0,Cerah,67.0,2.3
