tanggal,jam,suhu_C,cuaca,RH_%,wind_kmh
16-06-2026,00:00,23.0,Cerah,96.0,0.6
16-06-2026,01:00,23.0,Cerah,96.0,0.6
16-06-2026,02:00,23.0,Cerah,96.0,0.6
16-06-2026,03:00,23.0,Cerah,96.0,0.6
16-06-2026,04:00,23.0,Cerah,96.0,3.0
16-06-2026,05:00,23.0,Cerah,96.0,3.0
16-06-2026,06:00,23.0,Cerah,96.0,3.0
16-06-2026,07:00,29.0,Cerah Berawan,74.0,3.0
16-06-2026,08:00,29.0,Cerah Berawan,74.0,3.0
16-06-2026,09:00,29.0,Cerah Berawan,74.0,3.0
16-06-2026,10:00,34.0,Cerah Berawan,56.0,10.7
16-06-2026,11:00,34.0,Cerah Berawan,56.0,10.7
16-06-2026,12:00,34.0,Cerah Berawan,56.0,10.7
16-06-2026,13:00,33.0,Berawan,57.0,10.7
16-06-2026,14:00,33.0,Berawan,57.0,10.7
16-06-2026,15:00,33.0,Berawan,57.0,10.7
16-06-2026,16:00,29.0,Berawan,71.0,6.9
16-06-2026,17:00,29.0,Berawan,71.0,6.9
16-06-2026,18:00,29.0,Berawan,71.0,6.9
16-06-2026,19:00,27.0,Berawan,80.0,6.9
16-06-2026,20:00,27.0,Berawan,80.0,6.9
16-06-2026,21:00,27.0,Berawan,80.0,6.9
16-06-2026,22:00,24.0,Berawan,85.0,1.8
16-06-2026,23:00,24.0,Berawan,85.0,1.8
