location_slug,target_date,jam,dominant_category,confidence_score,confidence_label,sources_used,sources_expected,coverage_fraction,weight_total,temp_mean,temp_std,rh_mean,rh_std,rain_mean,rain_std,heat_index_mean,heat_index_std,gap_mean_minutes,gap_max_minutes,pct_cerah,pct_cerah_berawan,pct_berawan,pct_hujan_ringan,pct_hujan_sedang,pct_hujan_lebat
dago,2026-08-10,00:00,Berawan,77.0,Sedang,7,9,0.7778,8.9344,20.02,1.65,82.71,3.55,0.0,0.0,20.02,1.65,0.0,0.0,12.6,16.6,70.7,0.0,0.0,0.0
dago,2026-08-10,01:00,Berawan,72.9,Sedang,7,9,0.7778,8.9344,19.79,1.6,83.77,3.43,0.0,0.0,19.79,1.6,0.0,0.0,12.6,32.9,54.5,0.0,0.0,0.0
dago,2026-08-10,02:00,Berawan,76.9,Sedang,7,9,0.7778,8.9344,19.23,1.69,85.48,3.89,0.0,0.0,19.23,1.69,0.0,0.0,12.6,16.6,70.7,0.0,0.0,0.0
dago,2026-08-10,03:00,Berawan,72.9,Sedang,7,9,0.7778,8.9344,18.85,1.84,85.89,2.91,0.0,0.0,18.85,1.84,0.0,0.0,12.6,32.9,54.5,0.0,0.0,0.0
dago,2026-08-10,04:00,Berawan,72.8,Sedang,7,9,0.7778,8.9344,18.32,1.95,86.72,2.59,0.0,0.0,18.32,1.95,0.0,0.0,12.6,32.9,54.5,0.0,0.0,0.0
dago,2026-08-10,05:00,Berawan,73.0,Sedang,7,9,0.7778,8.9344,18.01,2.01,86.8,0.4,0.0,0.0,18.01,2.01,0.0,0.0,12.6,32.9,54.5,0.0,0.0,0.0
dago,2026-08-10,06:00,Berawan,72.8,Sedang,7,9,0.7778,8.9344,17.8,1.99,86.32,3.16,0.0,0.0,17.8,1.99,0.0,0.0,12.6,32.9,54.5,0.0,0.0,0.0
dago,2026-08-10,07:00,Berawan,68.8,Sedang,7,9,0.7778,8.9344,18.55,1.77,83.11,6.22,0.0,0.0,18.55,1.77,0.0,0.0,28.9,31.9,39.2,0.0,0.0,0.0
dago,2026-08-10,08:00,Cerah Berawan,71.6,Sedang,7,9,0.7778,8.9344,20.91,1.65,73.24,8.0,0.0,0.0,20.91,1.65,0.0,0.0,28.9,50.5,20.6,0.0,0.0,0.0
dago,2026-08-10,09:00,Cerah Berawan,71.4,Sedang,7,9,0.7778,8.9344,23.16,1.43,66.44,10.29,0.0,0.0,23.16,1.43,0.0,0.0,28.9,49.9,21.2,0.0,0.0,0.0
dago,2026-08-10,10:00,Cerah,82.0,Tinggi,9,9,1.0,10.6296,25.72,1.84,57.11,11.46,0.0,0.0,26.13,2.32,33.33,180.0,48.8,21.1,30.1,0.0,0.0,0.0
dago,2026-08-10,11:00,Cerah Berawan,82.6,Tinggi,9,9,1.0,10.9032,27.07,1.81,52.21,10.21,0.0,0.0,27.51,2.5,20.0,120.0,34.3,48.3,17.4,0.0,0.0,0.0
dago,2026-08-10,12:00,Cerah Berawan,84.1,Tinggi,9,9,1.0,11.5879,28.14,1.84,48.02,9.02,0.0,0.0,28.55,2.51,6.67,60.0,46.9,48.4,4.6,0.0,0.0,0.0
dago,2026-08-10,13:00,Cerah Berawan,90.8,Tinggi,9,9,1.0,12.0165,28.81,1.89,46.0,8.39,0.0,0.0,29.22,2.5,0.0,0.0,23.7,71.9,4.5,0.0,0.0,0.0
dago,2026-08-10,14:00,Cerah Berawan,87.9,Tinggi,9,9,1.0,11.5879,29.05,1.92,43.53,5.14,0.01,0.03,29.46,2.62,6.67,60.0,20.8,62.7,4.6,11.8,0.0,0.0
dago,2026-08-10,15:00,Cerah Berawan,81.3,Tinggi,9,9,1.0,11.5879,28.77,2.03,46.86,7.29,0.0,0.0,29.2,2.78,6.67,60.0,35.2,37.2,27.6,0.0,0.0,0.0
dago,2026-08-10,16:00,Cerah,82.4,Tinggi,9,9,1.0,12.0165,28.22,1.78,48.96,6.82,0.0,0.0,28.69,2.55,0.0,0.0,37.5,35.8,26.7,0.0,0.0,0.0
dago,2026-08-10,17:00,Cerah Berawan,87.9,Tinggi,9,9,1.0,11.5879,27.23,1.64,52.93,6.86,0.0,0.0,26.89,1.36,6.67,60.0,20.8,62.8,16.4,0.0,0.0,0.0
dago,2026-08-10,18:00,Cerah Berawan,84.2,Tinggi,9,9,1.0,11.5879,25.01,2.41,62.32,8.67,0.0,0.0,25.36,3.0,6.67,60.0,20.8,50.0,29.2,0.0,0.0,0.0
dago,2026-08-10,19:00,Berawan,88.9,Tinggi,9,9,1.0,12.0165,23.72,2.35,68.75,8.18,0.0,0.0,24.0,2.88,0.0,0.0,35.0,0.0,65.0,0.0,0.0,0.0
dago,2026-08-10,20:00,Cerah Berawan,81.8,Tinggi,9,9,1.0,11.5879,22.37,1.61,73.32,7.72,0.0,0.0,22.37,1.61,6.67,60.0,32.6,38.7,28.7,0.0,0.0,0.0
dago,2026-08-10,21:00,Cerah Berawan,87.6,Tinggi,9,9,1.0,11.5879,22.06,2.33,78.3,7.41,0.0,0.0,22.06,2.33,6.67,60.0,20.8,63.3,15.9,0.0,0.0,0.0
dago,2026-08-10,22:00,Cerah,85.1,Tinggi,9,9,1.0,12.0165,21.26,2.15,82.97,5.97,0.0,0.0,21.26,2.15,0.0,0.0,48.9,24.5,26.7,0.0,0.0,0.0
dago,2026-08-10,23:00,Cerah,86.8,Tinggi,9,9,1.0,11.5879,20.91,2.0,84.57,5.23,0.0,0.0,20.91,2.0,6.67,60.0,58.7,36.6,4.6,0.0,0.0,0.0
dago,2026-08-11,00:00,Cerah,86.7,Tinggi,9,9,1.0,11.546,20.33,2.11,85.76,3.76,0.0,0.0,20.33,2.11,6.67,60.0,58.1,12.6,29.3,0.0,0.0,0.0
dago,2026-08-11,01:00,Cerah,85.3,Tinggi,9,9,1.0,11.9667,19.79,1.95,86.83,3.43,0.0,0.0,19.79,1.95,0.0,0.0,48.6,11.4,40.0,0.0,0.0,0.0
dago,2026-08-11,02:00,Cerah,83.9,Tinggi,9,9,1.0,11.546,19.63,1.9,87.22,4.19,0.0,0.0,19.63,1.9,6.67,60.0,46.8,11.3,41.9,0.0,0.0,0.0
dago,2026-08-11,03:00,Cerah,86.7,Tinggi,9,9,1.0,11.546,19.12,2.02,89.18,3.9,0.0,0.0,19.12,2.02,6.67,60.0,58.1,12.9,29.0,0.0,0.0,0.0
dago,2026-08-11,04:00,Cerah,84.5,Tinggi,9,9,1.0,11.9667,18.65,1.95,90.37,3.45,0.0,0.0,18.65,1.95,0.0,0.0,45.6,26.3,28.0,0.0,0.0,0.0
dago,2026-08-11,05:00,Cerah Berawan,88.1,Tinggi,9,9,1.0,11.546,18.6,1.85,90.42,3.43,0.0,0.0,18.6,1.85,6.67,60.0,32.0,63.3,4.7,0.0,0.0,0.0
dago,2026-08-11,06:00,Cerah Berawan,88.2,Tinggi,9,9,1.0,11.546,19.07,1.71,90.2,3.45,0.0,0.0,19.07,1.71,6.67,60.0,32.0,63.3,4.7,0.0,0.0,0.0
