location_slug,target_date,jam,dominant_category,confidence_score,confidence_label,sources_used,sources_expected,coverage_fraction,weight_total,temp_mean,temp_std,rh_mean,rh_std,rain_mean,rain_std,heat_index_mean,heat_index_std,gap_mean_minutes,gap_max_minutes,pct_cerah,pct_cerah_berawan,pct_berawan,pct_hujan_ringan,pct_hujan_sedang,pct_hujan_lebat
dago,2026-08-06,00:00,Berawan,77.4,Sedang,7,9,0.7778,9.0164,20.87,1.44,86.58,3.35,0.0,0.0,20.87,1.44,0.0,0.0,12.7,15.3,72.1,0.0,0.0,0.0
dago,2026-08-06,01:00,Berawan,77.3,Sedang,7,9,0.7778,9.0164,20.5,1.59,89.14,4.22,0.0,0.0,20.5,1.59,0.0,0.0,27.9,0.0,72.1,0.0,0.0,0.0
dago,2026-08-06,02:00,Berawan,77.5,Sedang,7,9,0.7778,9.0164,19.93,1.71,89.72,2.45,0.0,0.0,19.93,1.71,0.0,0.0,12.7,14.6,72.7,0.0,0.0,0.0
dago,2026-08-06,03:00,Berawan,81.1,Tinggi,7,9,0.7778,9.0164,19.54,1.97,90.82,2.42,0.0,0.0,19.54,1.97,0.0,0.0,12.7,0.0,87.3,0.0,0.0,0.0
dago,2026-08-06,04:00,Berawan,80.3,Tinggi,7,9,0.7778,9.0164,19.28,2.2,92.1,4.07,0.0,0.0,19.28,2.2,0.0,0.0,0.0,14.6,85.4,0.0,0.0,0.0
dago,2026-08-06,05:00,Berawan,77.2,Sedang,7,9,0.7778,9.0164,19.0,2.16,92.88,3.38,0.0,0.0,19.0,2.16,0.0,0.0,27.3,0.0,72.7,0.0,0.0,0.0
dago,2026-08-06,06:00,Berawan,72.6,Sedang,7,9,0.7778,9.0164,18.85,2.08,92.36,3.94,0.0,0.0,18.85,2.08,0.0,0.0,12.7,33.3,54.1,0.0,0.0,0.0
dago,2026-08-06,07:00,Cerah,69.6,Sedang,7,9,0.7778,9.0164,19.68,1.97,89.72,5.81,0.0,0.0,19.68,1.97,0.0,0.0,42.6,35.1,22.3,0.0,0.0,0.0
dago,2026-08-06,08:00,Cerah Berawan,71.9,Sedang,7,9,0.7778,9.0164,21.83,1.72,80.44,6.38,0.0,0.0,21.83,1.72,0.0,0.0,42.6,51.4,6.0,0.0,0.0,0.0
dago,2026-08-06,09:00,Cerah Berawan,71.8,Sedang,7,9,0.7778,9.0164,24.25,1.48,69.96,6.27,0.0,0.0,23.68,0.91,0.0,0.0,43.6,50.4,6.0,0.0,0.0,0.0
dago,2026-08-06,10:00,Cerah,78.4,Sedang,7,9,0.7778,9.0164,26.28,1.6,61.31,7.14,0.0,0.0,26.79,2.41,0.0,0.0,77.5,16.5,6.0,0.0,0.0,0.0
dago,2026-08-06,11:00,Cerah Berawan,71.4,Sedang,7,9,0.7778,9.0164,27.74,1.71,55.4,7.65,0.0,0.0,28.48,2.59,0.0,0.0,44.2,49.8,6.0,0.0,0.0,0.0
dago,2026-08-06,12:00,Cerah Berawan,75.4,Sedang,7,9,0.7778,9.0164,28.79,1.79,51.08,7.85,0.0,0.0,28.39,1.33,0.0,0.0,27.9,66.1,6.0,0.0,0.0,0.0
dago,2026-08-06,13:00,Cerah Berawan,71.0,Sedang,7,9,0.7778,9.0164,29.45,1.7,45.4,5.38,0.0,0.0,28.96,1.34,0.0,0.0,27.9,47.4,24.6,0.0,0.0,0.0
dago,2026-08-06,14:00,Cerah Berawan,71.7,Sedang,7,9,0.7778,9.0164,29.65,1.76,47.23,8.72,0.0,0.0,29.17,1.42,0.0,0.0,42.6,51.4,6.0,0.0,0.0,0.0
dago,2026-08-06,15:00,Cerah Berawan,74.5,Sedang,7,9,0.7778,9.0164,29.62,1.75,47.51,9.12,0.0,0.0,30.38,2.8,0.0,0.0,15.3,62.5,22.3,0.0,0.0,0.0
dago,2026-08-06,16:00,Cerah Berawan,84.1,Tinggi,9,9,1.0,10.7204,27.93,2.6,54.88,11.44,0.0,0.0,28.68,3.47,33.33,180.0,8.8,58.5,32.6,0.0,0.0,0.0
dago,2026-08-06,17:00,Cerah Berawan,82.9,Tinggi,9,9,1.0,10.9957,26.46,1.28,61.41,9.08,0.01,0.03,26.48,1.31,20.0,120.0,21.1,48.4,18.5,12.0,0.0,0.0
dago,2026-08-06,18:00,Cerah Berawan,84.0,Tinggi,9,9,1.0,11.6842,25.09,2.18,67.76,8.32,0.01,0.03,25.59,3.06,6.67,60.0,22.4,48.5,17.4,11.8,0.0,0.0
dago,2026-08-06,19:00,Cerah,82.2,Tinggi,9,9,1.0,12.1146,23.88,1.95,74.2,6.92,0.0,0.0,23.32,1.38,0.0,0.0,36.9,34.2,28.9,0.0,0.0,0.0
dago,2026-08-06,20:00,Berawan,82.8,Tinggi,9,9,1.0,11.6842,23.35,1.63,77.62,5.6,0.0,0.0,22.82,0.97,6.67,60.0,34.1,24.2,41.7,0.0,0.0,0.0
dago,2026-08-06,21:00,Cerah Berawan,81.9,Tinggi,9,9,1.0,11.6842,21.95,0.9,82.61,5.65,0.0,0.0,21.95,0.9,6.67,60.0,34.1,36.7,29.1,0.0,0.0,0.0
dago,2026-08-06,22:00,Berawan,83.1,Tinggi,9,9,1.0,12.1146,21.64,0.61,85.39,5.13,0.0,0.0,21.64,0.61,0.0,0.0,25.1,37.3,37.6,0.0,0.0,0.0
dago,2026-08-06,23:00,Berawan,82.7,Tinggi,9,9,1.0,11.6842,20.69,0.69,88.17,3.6,0.0,0.0,20.69,0.69,6.67,60.0,22.4,38.7,38.9,0.0,0.0,0.0
dago,2026-08-07,00:00,Cerah Berawan,85.1,Tinggi,9,9,1.0,11.604,19.91,0.84,91.11,3.25,0.0,0.0,19.91,0.84,6.67,60.0,11.9,49.3,38.9,0.0,0.0,0.0
dago,2026-08-07,01:00,Cerah Berawan,86.2,Tinggi,9,9,1.0,12.0214,19.44,1.06,92.95,3.6,0.0,0.0,19.44,1.06,0.0,0.0,11.4,51.0,37.5,0.0,0.0,0.0
dago,2026-08-07,02:00,Cerah Berawan,84.9,Tinggi,9,9,1.0,11.604,19.15,1.13,93.57,3.28,0.08,0.24,19.15,1.13,6.67,60.0,11.4,49.8,29.0,9.9,0.0,0.0
dago,2026-08-07,03:00,Berawan,81.9,Tinggi,9,9,1.0,11.604,19.55,2.66,94.0,3.33,0.08,0.24,19.55,2.66,6.67,60.0,22.2,27.1,40.8,9.9,0.0,0.0
