location_slug,target_date,jam,dominant_category,confidence_score,confidence_label,sources_used,sources_expected,coverage_fraction,weight_total,temp_mean,temp_std,rh_mean,rh_std,rain_mean,rain_std,heat_index_mean,heat_index_std,gap_mean_minutes,gap_max_minutes,pct_cerah,pct_cerah_berawan,pct_berawan,pct_hujan_ringan,pct_hujan_sedang,pct_hujan_lebat
dago,2026-08-10,00:00,Berawan,76.5,Sedang,7,9,0.7778,8.7369,19.99,1.66,82.31,4.12,0.0,0.0,19.99,1.66,0.0,0.0,12.7,16.6,70.7,0.0,0.0,0.0
dago,2026-08-10,01:00,Berawan,72.5,Sedang,7,9,0.7778,8.7369,19.73,1.6,83.17,4.2,0.0,0.0,19.73,1.6,0.0,0.0,12.7,32.8,54.5,0.0,0.0,0.0
dago,2026-08-10,02:00,Berawan,72.8,Sedang,7,9,0.7778,8.7369,19.19,1.68,84.73,4.32,0.0,0.0,19.19,1.68,0.0,0.0,12.7,31.2,56.1,0.0,0.0,0.0
dago,2026-08-10,03:00,Berawan,72.4,Sedang,7,9,0.7778,8.7369,18.71,1.8,85.61,3.27,0.0,0.0,18.71,1.8,0.0,0.0,12.7,32.8,54.5,0.0,0.0,0.0
dago,2026-08-10,04:00,Berawan,72.5,Sedang,7,9,0.7778,8.7369,18.33,1.9,86.17,2.53,0.0,0.0,18.33,1.9,0.0,0.0,12.7,32.8,54.5,0.0,0.0,0.0
dago,2026-08-10,05:00,Cerah Berawan,71.8,Sedang,7,9,0.7778,8.7369,18.05,1.91,85.98,1.62,0.0,0.0,18.05,1.91,0.0,0.0,12.7,51.5,35.9,0.0,0.0,0.0
dago,2026-08-10,06:00,Cerah Berawan,81.9,Tinggi,9,9,1.0,10.418,18.83,2.7,83.47,6.01,0.0,0.0,18.83,2.7,33.33,180.0,19.6,50.3,30.1,0.0,0.0,0.0
dago,2026-08-10,07:00,Cerah Berawan,82.4,Tinggi,9,9,1.0,10.6896,19.53,2.38,76.81,10.97,0.0,0.0,19.53,2.38,20.0,120.0,32.3,50.8,16.9,0.0,0.0,0.0
dago,2026-08-10,08:00,Cerah Berawan,84.2,Tinggi,9,9,1.0,11.3688,21.5,1.84,68.01,9.01,0.0,0.0,21.5,1.84,6.67,60.0,33.4,50.8,15.8,0.0,0.0,0.0
dago,2026-08-10,09:00,Cerah Berawan,82.0,Tinggi,9,9,1.0,11.7935,23.63,1.28,60.37,9.29,0.0,0.0,23.63,1.28,0.0,0.0,35.8,37.6,26.6,0.0,0.0,0.0
dago,2026-08-10,10:00,Cerah Berawan,81.5,Tinggi,9,9,1.0,11.3688,25.36,1.32,55.61,9.4,0.0,0.0,25.69,1.91,6.67,60.0,33.4,39.0,27.6,0.0,0.0,0.0
dago,2026-08-10,11:00,Cerah,82.6,Tinggi,9,9,1.0,11.3688,27.11,1.61,50.03,9.5,0.0,0.0,27.48,2.21,6.67,60.0,44.1,39.6,16.3,0.0,0.0,0.0
dago,2026-08-10,12:00,Cerah Berawan,87.5,Tinggi,9,9,1.0,11.7935,28.2,1.77,46.14,8.99,0.0,0.0,28.51,2.33,0.0,0.0,35.1,60.5,4.5,0.0,0.0,0.0
dago,2026-08-10,13:00,Cerah Berawan,90.1,Tinggi,9,9,1.0,11.3688,28.9,1.87,44.92,8.53,0.0,0.0,29.26,2.45,6.67,60.0,20.9,74.4,4.6,0.0,0.0,0.0
dago,2026-08-10,14:00,Cerah Berawan,86.9,Tinggi,9,9,1.0,11.3688,28.89,2.16,45.87,7.91,0.05,0.13,29.24,2.76,6.67,60.0,9.7,62.5,15.8,11.9,0.0,0.0
dago,2026-08-10,15:00,Cerah Berawan,88.1,Tinggi,9,9,1.0,11.7935,28.69,2.09,46.14,7.37,0.02,0.07,29.09,2.73,0.0,0.0,9.4,63.4,15.8,11.5,0.0,0.0
dago,2026-08-10,16:00,Cerah Berawan,83.6,Tinggi,9,9,1.0,11.3688,28.35,1.83,47.64,6.92,0.0,0.0,28.8,2.52,6.67,60.0,9.7,47.7,42.6,0.0,0.0,0.0
dago,2026-08-10,17:00,Cerah Berawan,87.0,Tinggi,9,9,1.0,11.3688,26.95,2.21,53.84,8.98,0.0,0.0,27.39,2.82,6.67,60.0,20.9,62.7,16.3,0.0,0.0,0.0
dago,2026-08-10,18:00,Cerah Berawan,84.2,Tinggi,9,9,1.0,11.7935,25.11,2.31,61.44,8.88,0.0,0.0,25.4,2.82,0.0,0.0,23.8,48.4,27.8,0.0,0.0,0.0
dago,2026-08-10,19:00,Cerah Berawan,80.6,Tinggi,9,9,1.0,11.3688,24.02,2.33,67.34,8.67,0.0,0.0,23.42,1.89,6.67,60.0,32.6,37.5,29.9,0.0,0.0,0.0
dago,2026-08-10,20:00,Cerah Berawan,81.0,Tinggi,9,9,1.0,11.3688,22.84,2.38,74.63,8.26,0.0,0.0,23.07,2.83,6.67,60.0,32.6,38.7,28.6,0.0,0.0,0.0
dago,2026-08-10,21:00,Cerah Berawan,81.7,Tinggi,9,9,1.0,11.7935,22.06,2.11,78.31,6.83,0.0,0.0,22.06,2.11,0.0,0.0,35.3,37.4,27.3,0.0,0.0,0.0
dago,2026-08-10,22:00,Cerah,83.5,Tinggi,9,9,1.0,11.3688,21.46,1.96,82.64,6.09,0.0,0.0,21.46,1.96,6.67,60.0,47.2,23.7,29.1,0.0,0.0,0.0
dago,2026-08-10,23:00,Cerah,85.7,Tinggi,9,9,1.0,11.0291,20.86,1.75,86.44,3.67,0.0,0.0,20.86,1.75,13.33,120.0,57.7,24.4,17.9,0.0,0.0,0.0
