location_slug,target_date,jam,dominant_category,confidence_score,confidence_label,sources_used,sources_expected,coverage_fraction,weight_total,temp_mean,temp_std,rh_mean,rh_std,rain_mean,rain_std,heat_index_mean,heat_index_std,gap_mean_minutes,gap_max_minutes,pct_cerah,pct_cerah_berawan,pct_berawan,pct_hujan_ringan,pct_hujan_sedang,pct_hujan_lebat
dago,2026-09-18,00:00,Cerah Berawan,72.6,Sedang,7,9,0.7778,8.9954,22.15,0.28,80.01,2.89,0.0,0.0,22.15,0.28,0.0,0.0,12.5,50.0,37.5,0.0,0.0,0.0
dago,2026-09-18,01:00,Cerah Berawan,72.8,Sedang,7,9,0.7778,8.9954,21.71,0.44,84.81,4.79,0.0,0.0,21.71,0.44,0.0,0.0,27.2,51.6,21.3,0.0,0.0,0.0
dago,2026-09-18,02:00,Cerah Berawan,76.5,Sedang,7,9,0.7778,8.9954,21.24,0.47,86.73,3.0,0.0,0.0,21.24,0.47,0.0,0.0,12.5,66.2,21.3,0.0,0.0,0.0
dago,2026-09-18,03:00,Cerah Berawan,71.3,Sedang,7,9,0.7778,8.9954,20.8,0.61,87.57,1.39,0.0,0.0,20.8,0.61,0.0,0.0,14.6,45.2,40.1,0.0,0.0,0.0
dago,2026-09-18,04:00,Berawan,73.1,Sedang,7,9,0.7778,8.9954,20.45,0.66,89.25,2.36,0.0,0.0,20.45,0.66,0.0,0.0,14.6,32.7,52.7,0.0,0.0,0.0
dago,2026-09-18,05:00,Cerah Berawan,79.6,Sedang,7,9,0.7778,8.9954,20.29,0.66,89.12,2.29,0.0,0.0,20.29,0.66,0.0,0.0,0.0,78.7,21.3,0.0,0.0,0.0
dago,2026-09-18,06:00,Cerah Berawan,79.7,Sedang,7,9,0.7778,8.9954,20.35,0.65,88.02,2.97,0.0,0.0,20.35,0.65,0.0,0.0,14.6,79.4,6.0,0.0,0.0,0.0
dago,2026-09-18,07:00,Cerah Berawan,79.2,Sedang,9,9,1.0,10.6657,22.73,2.18,80.01,7.78,0.14,0.43,22.78,2.29,33.33,180.0,28.2,38.2,18.0,15.7,0.0,0.0
dago,2026-09-18,08:00,Cerah Berawan,80.2,Tinggi,9,9,1.0,10.9371,24.12,1.78,69.73,8.69,0.15,0.42,24.18,1.87,20.0,120.0,27.5,39.5,4.9,28.1,0.0,0.0
dago,2026-09-18,09:00,Cerah Berawan,84.7,Tinggi,9,9,1.0,11.6123,25.75,1.75,62.41,7.95,0.19,0.47,26.34,2.64,6.67,60.0,11.3,51.8,4.6,32.2,0.0,0.0
dago,2026-09-18,10:00,Cerah Berawan,87.7,Tinggi,9,9,1.0,12.0323,27.23,1.92,56.1,7.97,0.25,0.52,27.93,2.86,0.0,0.0,0.0,60.9,4.5,34.6,0.0,0.0
dago,2026-09-18,11:00,Cerah Berawan,86.1,Tinggi,9,9,1.0,11.6123,28.27,2.07,52.52,7.75,0.22,0.47,29.02,3.0,6.67,60.0,0.0,58.2,4.6,37.1,0.0,0.0
dago,2026-09-18,12:00,Berawan,81.6,Tinggi,9,9,1.0,11.6123,28.62,2.21,51.88,8.37,0.28,0.51,28.22,1.79,6.67,60.0,0.0,22.3,40.6,37.1,0.0,0.0
dago,2026-09-18,13:00,Hujan Ringan,82.3,Tinggi,9,9,1.0,12.0323,28.47,2.33,53.88,7.72,0.05,0.07,29.31,3.35,0.0,0.0,0.0,21.5,28.2,39.0,0.0,11.3
dago,2026-09-18,14:00,Hujan Ringan,87.3,Tinggi,9,9,1.0,11.6123,28.49,2.04,54.01,6.78,0.04,0.05,28.33,1.65,6.67,60.0,0.0,9.7,29.1,61.2,0.0,0.0
dago,2026-09-18,15:00,Hujan Ringan,83.8,Tinggi,9,9,1.0,11.6123,27.41,2.68,56.75,6.88,0.26,0.38,27.13,2.43,6.67,60.0,0.0,9.7,29.1,49.5,0.0,11.7
dago,2026-09-18,16:00,Hujan Ringan,90.4,Tinggi,9,9,1.0,12.0323,25.85,2.74,68.72,11.56,0.3,0.34,25.23,2.37,0.0,0.0,9.4,0.0,16.6,74.0,0.0,0.0
dago,2026-09-18,17:00,Hujan Ringan,83.9,Tinggi,9,9,1.0,11.6123,25.34,2.49,71.19,10.02,0.05,0.05,24.8,2.21,6.67,60.0,9.7,0.0,29.1,49.5,0.0,11.7
dago,2026-09-18,18:00,Hujan Ringan,84.1,Tinggi,9,9,1.0,11.6123,24.37,2.37,77.44,9.98,0.08,0.09,23.9,2.21,6.67,60.0,0.0,20.6,29.1,50.4,0.0,0.0
dago,2026-09-18,19:00,Hujan Ringan,85.4,Tinggi,9,9,1.0,12.0323,23.11,1.54,84.75,5.02,0.09,0.1,23.11,1.54,0.0,0.0,0.0,34.6,16.6,48.8,0.0,0.0
dago,2026-09-18,20:00,Berawan,83.1,Tinggi,9,9,1.0,11.6123,22.82,1.23,84.65,7.56,0.09,0.14,22.82,1.23,6.67,60.0,9.7,10.9,43.5,36.0,0.0,0.0
dago,2026-09-18,21:00,Berawan,82.6,Tinggi,9,9,1.0,11.6123,22.62,0.97,86.35,7.8,0.05,0.1,22.62,0.97,6.67,60.0,20.6,14.6,40.7,24.1,0.0,0.0
dago,2026-09-18,22:00,Berawan,80.2,Tinggi,9,9,1.0,12.0323,21.95,1.21,87.69,7.39,0.05,0.09,21.95,1.21,0.0,0.0,23.3,25.4,28.0,23.3,0.0,0.0
dago,2026-09-18,23:00,Cerah,80.4,Tinggi,9,9,1.0,11.6123,21.75,1.0,88.42,7.05,0.03,0.04,21.75,1.0,6.67,60.0,31.9,27.2,16.5,24.5,0.0,0.0
dago,2026-09-19,00:00,Berawan,79.8,Sedang,9,9,1.0,11.5943,21.5,0.88,89.04,6.49,0.03,0.04,21.5,0.88,6.67,60.0,22.1,24.3,29.1,24.4,0.0,0.0
dago,2026-09-19,01:00,Berawan,82.9,Tinggi,9,9,1.0,12.0111,21.21,0.75,89.92,5.67,0.02,0.04,21.21,0.75,0.0,0.0,13.9,25.1,37.5,23.6,0.0,0.0
dago,2026-09-19,02:00,Berawan,82.2,Tinggi,9,9,1.0,11.5943,21.0,0.62,90.95,5.05,0.07,0.14,21.0,0.62,6.67,60.0,10.8,23.9,37.9,27.4,0.0,0.0
dago,2026-09-19,03:00,Hujan Ringan,82.2,Tinggi,9,9,1.0,11.5943,20.66,0.79,91.46,4.35,0.12,0.17,20.66,0.79,6.67,60.0,20.5,23.9,17.5,38.1,0.0,0.0
dago,2026-09-19,04:00,Berawan,80.6,Tinggi,9,9,1.0,12.0111,20.45,0.83,91.67,4.3,0.08,0.15,20.45,0.83,0.0,0.0,23.3,23.1,28.3,25.3,0.0,0.0
dago,2026-09-19,05:00,Berawan,80.2,Tinggi,9,9,1.0,11.5943,20.35,0.77,93.78,1.65,0.08,0.13,20.35,0.77,6.67,60.0,20.5,23.9,29.3,26.2,0.0,0.0
dago,2026-09-19,06:00,Cerah Berawan,81.0,Tinggi,9,9,1.0,11.5943,21.27,1.87,90.92,4.89,0.05,0.11,21.27,1.87,6.67,60.0,20.5,35.5,29.3,14.6,0.0,0.0
dago,2026-09-19,07:00,Cerah Berawan,82.0,Tinggi,9,9,1.0,12.0111,21.43,0.66,85.2,6.88,0.04,0.11,21.43,0.66,0.0,0.0,23.3,34.3,28.3,14.1,0.0,0.0
dago,2026-09-19,08:00,Cerah Berawan,85.1,Tinggi,9,9,1.0,11.5943,23.66,1.52,78.83,6.61,0.0,0.0,23.18,1.0,6.67,60.0,43.7,51.6,4.7,0.0,0.0,0.0
dago,2026-09-19,09:00,Cerah Berawan,87.6,Tinggi,9,9,1.0,11.5943,26.21,1.49,64.37,9.35,0.0,0.0,26.96,2.61,6.67,60.0,32.9,62.4,4.7,0.0,0.0,0.0
dago,2026-09-19,10:00,Cerah Berawan,88.8,Tinggi,9,9,1.0,12.0111,27.87,1.75,57.46,8.23,0.0,0.0,28.01,1.61,0.0,0.0,31.8,63.7,4.5,0.0,0.0,0.0
dago,2026-09-19,11:00,Cerah Berawan,83.4,Tinggi,9,9,1.0,11.5943,29.1,2.0,52.94,7.26,0.18,0.36,29.26,1.23,6.67,60.0,22.3,46.8,4.7,14.6,0.0,11.6
dago,2026-09-19,12:00,Hujan Ringan,80.6,Tinggi,9,9,1.0,11.5943,28.49,2.75,56.43,10.46,0.08,0.12,28.21,2.13,6.67,60.0,22.3,12.8,16.0,37.3,0.0,11.6
dago,2026-09-19,13:00,Hujan Ringan,84.8,Tinggi,9,9,1.0,12.0111,27.99,2.92,59.46,11.48,0.09,0.12,28.93,4.25,0.0,0.0,9.4,23.1,16.0,51.6,0.0,0.0
dago,2026-09-19,14:00,Hujan Ringan,83.6,Tinggi,9,9,1.0,11.5943,28.36,2.84,58.45,12.07,0.04,0.08,29.48,4.14,6.67,60.0,9.7,11.4,29.1,49.8,0.0,0.0
dago,2026-09-19,15:00,Hujan Ringan,82.9,Tinggi,9,9,1.0,11.5943,27.11,3.26,64.45,13.85,0.65,0.79,28.25,4.7,6.67,60.0,20.5,0.0,17.2,50.6,0.0,11.6
dago,2026-09-19,16:00,Hujan Ringan,85.9,Tinggi,9,9,1.0,12.0111,25.47,3.4,73.66,14.35,0.88,0.86,26.4,4.93,0.0,0.0,23.3,12.1,4.5,60.1,0.0,0.0
dago,2026-09-19,17:00,Hujan Ringan,86.2,Tinggi,9,9,1.0,11.5943,24.88,2.89,77.33,12.57,0.61,0.59,25.73,4.45,6.67,60.0,20.5,0.0,17.2,62.3,0.0,0.0
dago,2026-09-19,18:00,Hujan Ringan,83.8,Tinggi,9,9,1.0,11.5943,24.0,2.4,82.58,11.84,0.3,0.36,23.57,2.34,6.67,60.0,10.8,9.7,28.9,50.6,0.0,0.0
dago,2026-09-19,19:00,Hujan Ringan,84.6,Tinggi,9,9,1.0,12.0111,23.4,1.98,85.23,11.28,0.07,0.11,23.4,1.98,0.0,0.0,13.9,20.6,16.6,48.9,0.0,0.0
