location_slug,location_name,adm4,bmkg_point_name,area_level,is_proxy_bmkg,latitude,longitude,timezone,note
dago,"Dago, Bandung",32.73.02.1004,Dago,kelurahan,no,-6.889,107.61,Asia/Jakarta,"BMKG point: Dago, Coblong, Kota Bandung"
