tanggal,jam,observed_datetime,temp_c,rh_pct,rain_mm,wind_kmh,weather_code,category
27-08-2026,00:00,2026-08-27 00:00:00,27.1,73.0,0.0,2.6,0,Cerah
27-08-2026,01:00,2026-08-27 01:00:00,26.4,75.0,0.0,2.4,0,Cerah
27-08-2026,02:00,2026-08-27 02:00:00,25.6,80.0,0.0,3.0,0,Cerah
27-08-2026,03:00,2026-08-27 03:00:00,25.1,82.0,0.0,4.9,0,Cerah
27-08-2026,04:00,2026-08-27 04:00:00,24.8,82.0,0.0,6.0,0,Cerah
27-08-2026,05:00,2026-08-27 05:00:00,24.4,82.0,0.0,4.4,0,Cerah
27-08-2026,06:00,2026-08-27 06:00:00,24.1,84.0,0.0,3.3,0,Cerah
27-08-2026,07:00,2026-08-27 07:00:00,26.4,71.0,0.0,4.9,0,Cerah
27-08-2026,08:00,2026-08-27 08:00:00,28.4,58.0,0.0,6.3,2,Cerah Berawan
27-08-2026,09:00,2026-08-27 09:00:00,30.4,49.0,0.0,5.8,0,Cerah
27-08-2026,10:00,2026-08-27 10:00:00,32.5,45.0,0.0,3.8,0,Cerah
27-08-2026,11:00,2026-08-27 11:00:00,34.6,39.0,0.0,7.9,0,Cerah
27-08-2026,12:00,2026-08-27 12:00:00,35.4,37.0,0.1,10.6,51,Hujan Ringan
27-08-2026,13:00,2026-08-27 13:00:00,35.3,37.0,0.4,11.6,51,Hujan Ringan
27-08-2026,14:00,2026-08-27 14:00:00,34.6,40.0,0.9,11.0,53,Hujan Ringan
27-08-2026,15:00,2026-08-27 15:00:00,33.9,44.0,0.6,14.6,53,Hujan Ringan
27-08-2026,16:00,2026-08-27 16:00:00,32.2,53.0,1.3,16.5,61,Hujan Ringan
27-08-2026,17:00,2026-08-27 17:00:00,31.1,57.0,0.0,15.2,3,Berawan
27-08-2026,18:00,2026-08-27 18:00:00,30.1,58.0,0.0,4.8,1,Cerah Berawan
27-08-2026,19:00,2026-08-27 19:00:00,29.9,58.0,0.0,0.5,1,Cerah Berawan
27-08-2026,20:00,2026-08-27 20:00:00,28.8,65.0,0.0,4.3,0,Cerah
27-08-2026,21:00,2026-08-27 21:00:00,27.7,69.0,0.0,4.9,1,Cerah Berawan
27-08-2026,22:00,2026-08-27 22:00:00,27.0,72.0,0.0,2.6,1,Cerah Berawan
27-08-2026,23:00,2026-08-27 23:00:00,26.2,76.0,0.0,4.3,3,Berawan
