tanggal,jam,observed_datetime,temp_c,rh_pct,rain_mm,wind_kmh,weather_code,category
14-06-2026,00:00,2026-06-14 00:00:00,26.5,92.0,0.0,6.2,3,Berawan
14-06-2026,01:00,2026-06-14 01:00:00,27.2,85.0,0.0,0.9,3,Berawan
14-06-2026,02:00,2026-06-14 02:00:00,26.6,94.0,0.0,1.8,3,Berawan
14-06-2026,03:00,2026-06-14 03:00:00,26.1,94.0,0.0,3.3,3,Berawan
14-06-2026,04:00,2026-06-14 04:00:00,25.9,92.0,0.2,5.3,51,Hujan Ringan
14-06-2026,05:00,2026-06-14 05:00:00,25.7,92.0,0.0,2.1,3,Berawan
14-06-2026,06:00,2026-06-14 06:00:00,25.6,92.0,0.0,2.5,3,Berawan
14-06-2026,07:00,2026-06-14 07:00:00,26.3,95.0,0.0,1.5,3,Berawan
14-06-2026,08:00,2026-06-14 08:00:00,26.6,94.0,0.0,2.1,3,Berawan
14-06-2026,09:00,2026-06-14 09:00:00,28.0,83.0,0.0,3.1,3,Berawan
14-06-2026,10:00,2026-06-14 10:00:00,29.0,73.0,0.0,4.2,3,Berawan
14-06-2026,11:00,2026-06-14 11:00:00,30.6,62.0,0.0,7.8,3,Berawan
14-06-2026,12:00,2026-06-14 12:00:00,31.0,58.0,0.0,9.6,3,Berawan
14-06-2026,13:00,2026-06-14 13:00:00,31.6,54.0,0.0,14.4,3,Berawan
14-06-2026,14:00,2026-06-14 14:00:00,31.1,57.0,0.0,14.8,3,Berawan
14-06-2026,15:00,2026-06-14 15:00:00,31.2,57.0,0.0,14.0,3,Berawan
14-06-2026,16:00,2026-06-14 16:00:00,30.9,58.0,0.0,14.2,2,Cerah Berawan
14-06-2026,17:00,2026-06-14 17:00:00,30.0,62.0,0.0,12.5,0,Cerah
14-06-2026,18:00,2026-06-14 18:00:00,29.0,65.0,0.0,11.3,0,Cerah
14-06-2026,19:00,2026-06-14 19:00:00,29.5,66.0,0.0,11.5,0,Cerah
14-06-2026,20:00,2026-06-14 20:00:00,28.5,69.0,0.0,7.5,0,Cerah
14-06-2026,21:00,2026-06-14 21:00:00,27.5,72.0,0.0,3.9,1,Cerah Berawan
14-06-2026,22:00,2026-06-14 22:00:00,26.9,73.0,0.0,2.2,1,Cerah Berawan
14-06-2026,23:00,2026-06-14 23:00:00,26.1,73.0,0.0,6.3,0,Cerah
