tanggal,jam,observed_datetime,temp_c,rh_pct,rain_mm,wind_kmh,weather_code,category
12-08-2026,00:00,2026-08-12 00:00:00,24.9,78.0,0.0,6.4,0,Cerah
12-08-2026,01:00,2026-08-12 01:00:00,24.8,74.0,0.0,6.0,0,Cerah
12-08-2026,02:00,2026-08-12 02:00:00,24.0,76.0,0.0,4.6,0,Cerah
12-08-2026,03:00,2026-08-12 03:00:00,23.1,81.0,0.0,2.6,0,Cerah
12-08-2026,04:00,2026-08-12 04:00:00,22.6,83.0,0.0,4.1,0,Cerah
12-08-2026,05:00,2026-08-12 05:00:00,21.9,86.0,0.0,2.3,0,Cerah
12-08-2026,06:00,2026-08-12 06:00:00,21.4,88.0,0.0,3.5,0,Cerah
12-08-2026,07:00,2026-08-12 07:00:00,24.0,73.0,0.0,5.8,0,Cerah
12-08-2026,08:00,2026-08-12 08:00:00,26.8,58.0,0.0,5.8,0,Cerah
12-08-2026,09:00,2026-08-12 09:00:00,29.3,49.0,0.0,4.3,0,Cerah
12-08-2026,10:00,2026-08-12 10:00:00,31.3,45.0,0.0,0.9,0,Cerah
12-08-2026,11:00,2026-08-12 11:00:00,33.0,40.0,0.0,5.2,0,Cerah
12-08-2026,12:00,2026-08-12 12:00:00,34.1,38.0,0.0,10.3,0,Cerah
12-08-2026,13:00,2026-08-12 13:00:00,33.5,40.0,0.0,16.1,0,Cerah
12-08-2026,14:00,2026-08-12 14:00:00,33.3,41.0,0.0,14.3,0,Cerah
12-08-2026,15:00,2026-08-12 15:00:00,32.7,45.0,0.0,14.5,0,Cerah
12-08-2026,16:00,2026-08-12 16:00:00,31.5,48.0,0.0,13.9,0,Cerah
12-08-2026,17:00,2026-08-12 17:00:00,30.1,55.0,0.0,12.6,0,Cerah
12-08-2026,18:00,2026-08-12 18:00:00,28.7,62.0,0.0,13.1,0,Cerah
12-08-2026,19:00,2026-08-12 19:00:00,28.7,63.0,0.0,12.4,0,Cerah
12-08-2026,20:00,2026-08-12 20:00:00,28.1,67.0,0.0,9.4,0,Cerah
12-08-2026,21:00,2026-08-12 21:00:00,27.7,70.0,0.0,7.7,0,Cerah
12-08-2026,22:00,2026-08-12 22:00:00,27.3,71.0,0.0,4.9,0,Cerah
12-08-2026,23:00,2026-08-12 23:00:00,26.4,74.0,0.0,1.5,0,Cerah
