tanggal,jam,observed_datetime,temp_c,rh_pct,rain_mm,wind_kmh,weather_code,category
03-09-2026,00:00,2026-09-03 00:00:00,22.6,75.0,0.0,8.2,0,Cerah
03-09-2026,01:00,2026-09-03 01:00:00,22.1,75.0,0.0,7.7,0,Cerah
03-09-2026,02:00,2026-09-03 02:00:00,20.9,80.0,0.0,7.2,0,Cerah
03-09-2026,03:00,2026-09-03 03:00:00,19.8,82.0,0.0,5.9,0,Cerah
03-09-2026,04:00,2026-09-03 04:00:00,19.1,82.0,0.0,5.3,0,Cerah
03-09-2026,05:00,2026-09-03 05:00:00,18.6,82.0,0.0,5.0,0,Cerah
03-09-2026,06:00,2026-09-03 06:00:00,17.9,86.0,0.0,4.4,0,Cerah
03-09-2026,07:00,2026-09-03 07:00:00,20.3,70.0,0.0,3.2,0,Cerah
03-09-2026,08:00,2026-09-03 08:00:00,23.2,59.0,0.0,2.7,0,Cerah
03-09-2026,09:00,2026-09-03 09:00:00,26.1,48.0,0.0,3.4,0,Cerah
03-09-2026,10:00,2026-09-03 10:00:00,28.7,38.0,0.0,6.0,0,Cerah
03-09-2026,11:00,2026-09-03 11:00:00,30.6,32.0,0.0,8.2,0,Cerah
03-09-2026,12:00,2026-09-03 12:00:00,31.8,29.0,0.0,9.3,0,Cerah
03-09-2026,13:00,2026-09-03 13:00:00,32.5,28.0,0.0,6.8,0,Cerah
03-09-2026,14:00,2026-09-03 14:00:00,31.6,33.0,0.0,9.7,2,Cerah Berawan
03-09-2026,15:00,2026-09-03 15:00:00,30.6,39.0,0.1,9.7,51,Hujan Ringan
03-09-2026,16:00,2026-09-03 16:00:00,30.2,41.0,0.2,7.3,51,Hujan Ringan
03-09-2026,17:00,2026-09-03 17:00:00,29.2,44.0,0.1,8.2,51,Hujan Ringan
03-09-2026,18:00,2026-09-03 18:00:00,27.1,56.0,0.0,6.7,0,Cerah
03-09-2026,19:00,2026-09-03 19:00:00,26.8,49.0,0.0,0.7,0,Cerah
03-09-2026,20:00,2026-09-03 20:00:00,25.3,57.0,0.0,3.6,0,Cerah
03-09-2026,21:00,2026-09-03 21:00:00,24.3,65.0,0.0,4.8,0,Cerah
03-09-2026,22:00,2026-09-03 22:00:00,23.5,69.0,0.0,3.5,0,Cerah
03-09-2026,23:00,2026-09-03 23:00:00,22.7,73.0,0.0,1.5,0,Cerah
