tanggal,jam,observed_datetime,temp_c,rh_pct,rain_mm,wind_kmh,weather_code,category
21-07-2026,00:00,2026-07-21 00:00:00,21.9,72.0,0.0,6.2,1,Cerah Berawan
21-07-2026,01:00,2026-07-21 01:00:00,21.7,71.0,0.0,5.5,0,Cerah
21-07-2026,02:00,2026-07-21 02:00:00,21.4,71.0,0.0,3.6,1,Cerah Berawan
21-07-2026,03:00,2026-07-21 03:00:00,21.1,72.0,0.0,4.1,0,Cerah
21-07-2026,04:00,2026-07-21 04:00:00,20.7,73.0,0.0,6.1,1,Cerah Berawan
21-07-2026,05:00,2026-07-21 05:00:00,20.4,73.0,0.0,6.7,0,Cerah
21-07-2026,06:00,2026-07-21 06:00:00,20.1,74.0,0.0,6.7,2,Cerah Berawan
21-07-2026,07:00,2026-07-21 07:00:00,20.7,74.0,0.0,7.4,2,Cerah Berawan
21-07-2026,08:00,2026-07-21 08:00:00,22.2,68.0,0.0,6.7,2,Cerah Berawan
21-07-2026,09:00,2026-07-21 09:00:00,24.2,59.0,0.0,7.0,2,Cerah Berawan
21-07-2026,10:00,2026-07-21 10:00:00,26.2,51.0,0.0,6.9,1,Cerah Berawan
21-07-2026,11:00,2026-07-21 11:00:00,27.9,45.0,0.0,6.0,0,Cerah
21-07-2026,12:00,2026-07-21 12:00:00,29.1,40.0,0.0,6.2,0,Cerah
21-07-2026,13:00,2026-07-21 13:00:00,30.2,37.0,0.0,4.5,1,Cerah Berawan
21-07-2026,14:00,2026-07-21 14:00:00,29.9,39.0,0.2,7.6,51,Hujan Ringan
21-07-2026,15:00,2026-07-21 15:00:00,29.2,43.0,0.3,11.2,51,Hujan Ringan
21-07-2026,16:00,2026-07-21 16:00:00,28.6,45.0,0.1,10.3,51,Hujan Ringan
21-07-2026,17:00,2026-07-21 17:00:00,26.9,52.0,0.2,4.7,51,Hujan Ringan
21-07-2026,18:00,2026-07-21 18:00:00,24.9,65.0,0.6,7.1,53,Hujan Ringan
21-07-2026,19:00,2026-07-21 19:00:00,24.2,68.0,0.2,8.7,51,Hujan Ringan
21-07-2026,20:00,2026-07-21 20:00:00,23.2,71.0,0.0,10.8,2,Cerah Berawan
21-07-2026,21:00,2026-07-21 21:00:00,22.1,73.0,0.0,13.3,0,Cerah
21-07-2026,22:00,2026-07-21 22:00:00,21.4,68.0,0.0,13.9,1,Cerah Berawan
21-07-2026,23:00,2026-07-21 23:00:00,20.9,65.0,0.0,13.1,1,Cerah Berawan
