tanggal,jam,observed_datetime,temp_c,rh_pct,rain_mm,wind_kmh,weather_code,category
31-08-2026,00:00,2026-08-31 00:00:00,22.7,78.0,0.0,0.9,0,Cerah
31-08-2026,01:00,2026-08-31 01:00:00,22.2,79.0,0.0,2.0,1,Cerah Berawan
31-08-2026,02:00,2026-08-31 02:00:00,21.1,85.0,0.0,1.3,2,Cerah Berawan
31-08-2026,03:00,2026-08-31 03:00:00,20.1,91.0,0.0,0.9,1,Cerah Berawan
31-08-2026,04:00,2026-08-31 04:00:00,19.1,97.0,0.0,2.6,1,Cerah Berawan
31-08-2026,05:00,2026-08-31 05:00:00,18.5,99.0,0.0,3.6,3,Berawan
31-08-2026,06:00,2026-08-31 06:00:00,18.2,99.0,0.0,2.2,3,Berawan
31-08-2026,07:00,2026-08-31 07:00:00,20.8,83.0,0.0,3.0,0,Cerah
31-08-2026,08:00,2026-08-31 08:00:00,23.2,71.0,0.0,2.0,0,Cerah
31-08-2026,09:00,2026-08-31 09:00:00,25.7,61.0,0.0,3.8,0,Cerah
31-08-2026,10:00,2026-08-31 10:00:00,28.0,52.0,0.0,5.8,0,Cerah
31-08-2026,11:00,2026-08-31 11:00:00,30.1,43.0,0.0,8.0,0,Cerah
31-08-2026,12:00,2026-08-31 12:00:00,32.1,37.0,0.0,8.9,1,Cerah Berawan
31-08-2026,13:00,2026-08-31 13:00:00,32.3,34.0,0.0,7.4,1,Cerah Berawan
31-08-2026,14:00,2026-08-31 14:00:00,31.3,39.0,0.0,9.6,2,Cerah Berawan
31-08-2026,15:00,2026-08-31 15:00:00,30.9,44.0,0.1,9.7,51,Hujan Ringan
31-08-2026,16:00,2026-08-31 16:00:00,29.6,48.0,0.1,3.0,51,Hujan Ringan
31-08-2026,17:00,2026-08-31 17:00:00,26.9,60.0,1.1,4.1,55,Hujan Ringan
31-08-2026,18:00,2026-08-31 18:00:00,26.4,61.0,0.1,4.7,51,Hujan Ringan
31-08-2026,19:00,2026-08-31 19:00:00,27.2,57.0,0.0,3.1,3,Berawan
31-08-2026,20:00,2026-08-31 20:00:00,26.7,59.0,0.0,3.3,2,Cerah Berawan
31-08-2026,21:00,2026-08-31 21:00:00,25.7,64.0,0.0,3.4,2,Cerah Berawan
31-08-2026,22:00,2026-08-31 22:00:00,24.8,71.0,0.0,1.5,3,Berawan
31-08-2026,23:00,2026-08-31 23:00:00,24.0,75.0,0.0,1.7,1,Cerah Berawan
