tanggal,jam,observed_datetime,temp_c,rh_pct,rain_mm,wind_kmh,weather_code,category
27-08-2026,00:00,2026-08-27 00:00:00,21.0,95.0,0.0,1.3,1,Cerah Berawan
27-08-2026,01:00,2026-08-27 01:00:00,20.9,97.0,0.0,2.2,0,Cerah
27-08-2026,02:00,2026-08-27 02:00:00,20.1,99.0,0.0,2.5,1,Cerah Berawan
27-08-2026,03:00,2026-08-27 03:00:00,19.5,100,0.0,2.3,3,Berawan
27-08-2026,04:00,2026-08-27 04:00:00,19.1,100,0.0,2.9,3,Berawan
27-08-2026,05:00,2026-08-27 05:00:00,19.1,99.0,0.0,3.6,2,Cerah Berawan
27-08-2026,06:00,2026-08-27 06:00:00,18.9,98.0,0.0,4.1,3,Berawan
27-08-2026,07:00,2026-08-27 07:00:00,20.4,92.0,0.0,5.2,2,Cerah Berawan
27-08-2026,08:00,2026-08-27 08:00:00,22.5,81.0,0.0,5.2,0,Cerah
27-08-2026,09:00,2026-08-27 09:00:00,25.2,66.0,0.0,6.1,1,Cerah Berawan
27-08-2026,10:00,2026-08-27 10:00:00,27.2,57.0,0.0,7.6,1,Cerah Berawan
27-08-2026,11:00,2026-08-27 11:00:00,28.6,50.0,0.0,8.0,1,Cerah Berawan
27-08-2026,12:00,2026-08-27 12:00:00,29.5,45.0,0.0,7.6,0,Cerah
27-08-2026,13:00,2026-08-27 13:00:00,30.5,40.0,0.0,8.1,0,Cerah
27-08-2026,14:00,2026-08-27 14:00:00,30.2,40.0,0.0,7.5,1,Cerah Berawan
27-08-2026,15:00,2026-08-27 15:00:00,29.2,45.0,0.1,6.9,51,Hujan Ringan
27-08-2026,16:00,2026-08-27 16:00:00,27.9,51.0,0.2,6.1,51,Hujan Ringan
27-08-2026,17:00,2026-08-27 17:00:00,26.0,62.0,0.2,6.7,51,Hujan Ringan
27-08-2026,18:00,2026-08-27 18:00:00,24.1,75.0,0.1,10.5,51,Hujan Ringan
27-08-2026,19:00,2026-08-27 19:00:00,22.9,83.0,0.0,7.5,2,Cerah Berawan
27-08-2026,20:00,2026-08-27 20:00:00,21.9,87.0,0.0,6.1,0,Cerah
27-08-2026,21:00,2026-08-27 21:00:00,20.8,91.0,0.0,6.8,0,Cerah
27-08-2026,22:00,2026-08-27 22:00:00,19.9,92.0,0.0,6.3,0,Cerah
27-08-2026,23:00,2026-08-27 23:00:00,19.2,93.0,0.0,5.2,0,Cerah
