tanggal,jam,observed_datetime,temp_c,rh_pct,rain_mm,wind_kmh,weather_code,category
12-08-2026,00:00,2026-08-12 00:00:00,20.8,83.0,0.0,7.3,1,Cerah Berawan
12-08-2026,01:00,2026-08-12 01:00:00,19.8,87.0,0.0,6.7,1,Cerah Berawan
12-08-2026,02:00,2026-08-12 02:00:00,18.7,93.0,0.0,5.1,0,Cerah
12-08-2026,03:00,2026-08-12 03:00:00,18.1,93.0,0.0,3.1,0,Cerah
12-08-2026,04:00,2026-08-12 04:00:00,17.5,94.0,0.0,2.7,0,Cerah
12-08-2026,05:00,2026-08-12 05:00:00,17.1,94.0,0.0,3.1,0,Cerah
12-08-2026,06:00,2026-08-12 06:00:00,16.8,94.0,0.0,3.2,1,Cerah Berawan
12-08-2026,07:00,2026-08-12 07:00:00,17.6,93.0,0.0,6.4,1,Cerah Berawan
12-08-2026,08:00,2026-08-12 08:00:00,20.6,78.0,0.0,3.6,0,Cerah
12-08-2026,09:00,2026-08-12 09:00:00,24.3,53.0,0.0,3.6,0,Cerah
12-08-2026,10:00,2026-08-12 10:00:00,27.0,40.0,0.0,4.5,0,Cerah
12-08-2026,11:00,2026-08-12 11:00:00,28.9,36.0,0.0,4.8,1,Cerah Berawan
12-08-2026,12:00,2026-08-12 12:00:00,30.0,35.0,0.0,6.7,0,Cerah
12-08-2026,13:00,2026-08-12 13:00:00,30.4,39.0,0.0,8.7,0,Cerah
12-08-2026,14:00,2026-08-12 14:00:00,29.7,45.0,0.0,9.5,1,Cerah Berawan
12-08-2026,15:00,2026-08-12 15:00:00,29.1,46.0,0.0,10.1,1,Cerah Berawan
12-08-2026,16:00,2026-08-12 16:00:00,28.4,46.0,0.0,10.4,1,Cerah Berawan
12-08-2026,17:00,2026-08-12 17:00:00,27.1,51.0,0.0,10.8,0,Cerah
12-08-2026,18:00,2026-08-12 18:00:00,24.6,65.0,0.0,11.6,0,Cerah
12-08-2026,19:00,2026-08-12 19:00:00,23.1,76.0,0.0,8.1,0,Cerah
12-08-2026,20:00,2026-08-12 20:00:00,22.3,81.0,0.0,3.9,0,Cerah
12-08-2026,21:00,2026-08-12 21:00:00,21.6,85.0,0.0,2.8,0,Cerah
12-08-2026,22:00,2026-08-12 22:00:00,20.9,88.0,0.0,3.1,0,Cerah
12-08-2026,23:00,2026-08-12 23:00:00,20.4,90.0,0.0,3.4,0,Cerah
