tanggal,jam,observed_datetime,temp_c,rh_pct,rain_mm,wind_kmh,weather_code,category
16-06-2026,00:00,2026-06-16 00:00:00,20.8,98.0,0.0,2.1,3,Berawan
16-06-2026,01:00,2026-06-16 01:00:00,20.6,98.0,0.0,0.8,1,Cerah Berawan
16-06-2026,02:00,2026-06-16 02:00:00,20.0,99.0,0.0,3.0,2,Cerah Berawan
16-06-2026,03:00,2026-06-16 03:00:00,19.7,99.0,0.0,3.1,3,Berawan
16-06-2026,04:00,2026-06-16 04:00:00,19.3,100,0.0,3.9,3,Berawan
16-06-2026,05:00,2026-06-16 05:00:00,19.0,100,0.0,3.8,3,Berawan
16-06-2026,06:00,2026-06-16 06:00:00,18.8,99.0,0.0,4.6,3,Berawan
16-06-2026,07:00,2026-06-16 07:00:00,19.5,97.0,0.0,5.1,3,Berawan
16-06-2026,08:00,2026-06-16 08:00:00,21.0,94.0,0.0,4.0,3,Berawan
16-06-2026,09:00,2026-06-16 09:00:00,23.4,82.0,0.0,4.4,3,Berawan
16-06-2026,10:00,2026-06-16 10:00:00,25.5,68.0,0.0,7.5,2,Cerah Berawan
16-06-2026,11:00,2026-06-16 11:00:00,27.0,61.0,0.0,9.9,1,Cerah Berawan
16-06-2026,12:00,2026-06-16 12:00:00,28.0,56.0,0.0,10.3,1,Cerah Berawan
16-06-2026,13:00,2026-06-16 13:00:00,28.5,50.0,0.0,10.6,1,Cerah Berawan
16-06-2026,14:00,2026-06-16 14:00:00,28.3,50.0,0.0,10.9,2,Cerah Berawan
16-06-2026,15:00,2026-06-16 15:00:00,27.9,53.0,0.0,10.6,3,Berawan
16-06-2026,16:00,2026-06-16 16:00:00,26.9,59.0,0.0,11.4,3,Berawan
16-06-2026,17:00,2026-06-16 17:00:00,25.4,69.0,0.0,10.6,3,Berawan
16-06-2026,18:00,2026-06-16 18:00:00,23.3,79.0,0.0,6.6,3,Berawan
16-06-2026,19:00,2026-06-16 19:00:00,21.6,90.0,0.0,3.9,3,Berawan
16-06-2026,20:00,2026-06-16 20:00:00,20.9,92.0,0.0,3.6,3,Berawan
16-06-2026,21:00,2026-06-16 21:00:00,20.4,93.0,0.0,3.3,2,Cerah Berawan
16-06-2026,22:00,2026-06-16 22:00:00,19.8,95.0,0.0,3.3,2,Cerah Berawan
16-06-2026,23:00,2026-06-16 23:00:00,19.1,99.0,0.0,2.9,3,Berawan
