tanggal,jam,observed_datetime,temp_c,rh_pct,rain_mm,wind_kmh,weather_code,category
12-09-2026,00:00,2026-09-12 00:00:00,20.5,94.0,0.0,4.5,3,Berawan
12-09-2026,01:00,2026-09-12 01:00:00,20.0,96.0,0.0,4.2,3,Berawan
12-09-2026,02:00,2026-09-12 02:00:00,19.1,99.0,0.0,4.2,3,Berawan
12-09-2026,03:00,2026-09-12 03:00:00,18.5,99.0,0.0,4.0,3,Berawan
12-09-2026,04:00,2026-09-12 04:00:00,18.0,99.0,0.0,4.0,3,Berawan
12-09-2026,05:00,2026-09-12 05:00:00,17.7,99.0,0.0,3.6,3,Berawan
12-09-2026,06:00,2026-09-12 06:00:00,17.5,100,0.0,5.5,3,Berawan
12-09-2026,07:00,2026-09-12 07:00:00,19.7,92.0,0.0,6.6,3,Berawan
12-09-2026,08:00,2026-09-12 08:00:00,22.3,81.0,0.0,6.2,3,Berawan
12-09-2026,09:00,2026-09-12 09:00:00,24.8,69.0,0.0,7.9,3,Berawan
12-09-2026,10:00,2026-09-12 10:00:00,27.4,57.0,0.0,9.3,3,Berawan
12-09-2026,11:00,2026-09-12 11:00:00,29.3,50.0,0.0,9.0,3,Berawan
12-09-2026,12:00,2026-09-12 12:00:00,30.2,47.0,0.0,9.3,3,Berawan
12-09-2026,13:00,2026-09-12 13:00:00,30.2,44.0,0.0,11.6,3,Berawan
12-09-2026,14:00,2026-09-12 14:00:00,29.9,41.0,0.0,12.9,3,Berawan
12-09-2026,15:00,2026-09-12 15:00:00,29.0,45.0,0.0,13.0,3,Berawan
12-09-2026,16:00,2026-09-12 16:00:00,28.0,50.0,0.0,12.7,3,Berawan
12-09-2026,17:00,2026-09-12 17:00:00,26.6,57.0,0.0,10.7,3,Berawan
12-09-2026,18:00,2026-09-12 18:00:00,24.4,69.0,0.0,7.4,3,Berawan
12-09-2026,19:00,2026-09-12 19:00:00,23.1,77.0,0.0,5.9,3,Berawan
12-09-2026,20:00,2026-09-12 20:00:00,21.8,84.0,0.0,5.3,3,Berawan
12-09-2026,21:00,2026-09-12 21:00:00,21.3,88.0,0.0,4.3,3,Berawan
12-09-2026,22:00,2026-09-12 22:00:00,20.7,91.0,0.0,3.2,3,Berawan
12-09-2026,23:00,2026-09-12 23:00:00,20.4,92.0,0.0,3.3,3,Berawan
