tanggal,jam,observed_datetime,temp_c,rh_pct,rain_mm,wind_kmh,weather_code,category
17-09-2026,00:00,2026-09-17 00:00:00,19.7,83.0,0.0,3.0,0,Cerah
17-09-2026,01:00,2026-09-17 01:00:00,19.3,86.0,0.0,2.8,0,Cerah
17-09-2026,02:00,2026-09-17 02:00:00,18.7,87.0,0.0,2.9,1,Cerah Berawan
17-09-2026,03:00,2026-09-17 03:00:00,18.3,86.0,0.0,3.0,0,Cerah
17-09-2026,04:00,2026-09-17 04:00:00,18.0,83.0,0.0,3.4,2,Cerah Berawan
17-09-2026,05:00,2026-09-17 05:00:00,17.8,83.0,0.0,3.5,2,Cerah Berawan
17-09-2026,06:00,2026-09-17 06:00:00,17.8,85.0,0.0,3.4,3,Berawan
17-09-2026,07:00,2026-09-17 07:00:00,20.6,76.0,0.0,5.4,3,Berawan
17-09-2026,08:00,2026-09-17 08:00:00,23.3,64.0,0.0,6.0,2,Cerah Berawan
17-09-2026,09:00,2026-09-17 09:00:00,25.9,55.0,0.0,6.4,1,Cerah Berawan
17-09-2026,10:00,2026-09-17 10:00:00,27.9,49.0,0.0,5.9,0,Cerah
17-09-2026,11:00,2026-09-17 11:00:00,29.9,43.0,0.0,4.3,1,Cerah Berawan
17-09-2026,12:00,2026-09-17 12:00:00,31.5,36.0,0.0,1.7,2,Cerah Berawan
17-09-2026,13:00,2026-09-17 13:00:00,32.0,36.0,0.0,4.3,1,Cerah Berawan
17-09-2026,14:00,2026-09-17 14:00:00,30.1,43.0,0.2,6.1,51,Hujan Ringan
17-09-2026,15:00,2026-09-17 15:00:00,29.3,47.0,0.3,4.3,51,Hujan Ringan
17-09-2026,16:00,2026-09-17 16:00:00,28.6,50.0,0.1,5.0,51,Hujan Ringan
17-09-2026,17:00,2026-09-17 17:00:00,27.3,57.0,0.0,6.3,3,Berawan
17-09-2026,18:00,2026-09-17 18:00:00,25.4,68.0,0.0,6.0,3,Berawan
17-09-2026,19:00,2026-09-17 19:00:00,24.3,71.0,0.0,9.0,3,Berawan
17-09-2026,20:00,2026-09-17 20:00:00,23.7,72.0,0.0,6.0,3,Berawan
17-09-2026,21:00,2026-09-17 21:00:00,23.2,76.0,0.0,5.4,2,Cerah Berawan
17-09-2026,22:00,2026-09-17 22:00:00,22.6,80.0,0.0,4.2,2,Cerah Berawan
17-09-2026,23:00,2026-09-17 23:00:00,22.2,84.0,0.0,0.6,2,Cerah Berawan
