tanggal,jam,observed_datetime,temp_c,rh_pct,rain_mm,wind_kmh,weather_code,category
13-06-2026,00:00,2026-06-13 00:00:00,20.6,93.0,0.0,3.3,3,Berawan
13-06-2026,01:00,2026-06-13 01:00:00,20.5,96.0,0.0,3.5,3,Berawan
13-06-2026,02:00,2026-06-13 02:00:00,20.3,96.0,0.0,2.6,3,Berawan
13-06-2026,03:00,2026-06-13 03:00:00,20.1,97.0,0.0,2.3,1,Cerah Berawan
13-06-2026,04:00,2026-06-13 04:00:00,19.9,97.0,0.0,1.5,1,Cerah Berawan
13-06-2026,05:00,2026-06-13 05:00:00,19.6,98.0,0.0,1.9,2,Cerah Berawan
13-06-2026,06:00,2026-06-13 06:00:00,19.6,98.0,0.0,2.7,2,Cerah Berawan
13-06-2026,07:00,2026-06-13 07:00:00,21.4,91.0,0.1,3.9,51,Hujan Ringan
13-06-2026,08:00,2026-06-13 08:00:00,22.5,87.0,0.0,3.8,3,Berawan
13-06-2026,09:00,2026-06-13 09:00:00,23.2,83.0,0.0,5.0,3,Berawan
13-06-2026,10:00,2026-06-13 10:00:00,25.1,73.0,0.0,5.9,3,Berawan
13-06-2026,11:00,2026-06-13 11:00:00,25.1,73.0,0.0,7.3,3,Berawan
13-06-2026,12:00,2026-06-13 12:00:00,24.6,76.0,0.0,8.3,3,Berawan
13-06-2026,13:00,2026-06-13 13:00:00,24.9,77.0,0.0,9.7,3,Berawan
13-06-2026,14:00,2026-06-13 14:00:00,23.7,89.0,0.9,7.0,53,Hujan Ringan
13-06-2026,15:00,2026-06-13 15:00:00,23.8,88.0,0.5,5.8,53,Hujan Ringan
13-06-2026,16:00,2026-06-13 16:00:00,23.6,90.0,0.2,3.9,51,Hujan Ringan
13-06-2026,17:00,2026-06-13 17:00:00,23.3,93.0,0.0,1.8,1,Cerah Berawan
13-06-2026,18:00,2026-06-13 18:00:00,22.5,94.0,0.0,3.9,1,Cerah Berawan
13-06-2026,19:00,2026-06-13 19:00:00,22.8,94.0,0.0,5.4,3,Berawan
13-06-2026,20:00,2026-06-13 20:00:00,22.4,96.0,0.0,4.5,3,Berawan
13-06-2026,21:00,2026-06-13 21:00:00,22.1,97.0,0.0,6.1,3,Berawan
13-06-2026,22:00,2026-06-13 22:00:00,21.5,98.0,0.0,4.6,3,Berawan
13-06-2026,23:00,2026-06-13 23:00:00,20.8,100,0.0,5.4,3,Berawan
