tanggal,jam,observed_datetime,temp_c,rh_pct,rain_mm,wind_kmh,weather_code,category
11-06-2026,00:00,2026-06-11 00:00:00,19.2,100,0.0,1.2,3,Berawan
11-06-2026,01:00,2026-06-11 01:00:00,18.5,100,0.0,2.3,3,Berawan
11-06-2026,02:00,2026-06-11 02:00:00,18.6,100,0.0,3.3,3,Berawan
11-06-2026,03:00,2026-06-11 03:00:00,18.5,100,0.0,3.1,3,Berawan
11-06-2026,04:00,2026-06-11 04:00:00,18.3,100,0.0,3.8,3,Berawan
11-06-2026,05:00,2026-06-11 05:00:00,18.1,99.0,0.0,3.6,3,Berawan
11-06-2026,06:00,2026-06-11 06:00:00,18.1,98.0,0.0,3.5,3,Berawan
11-06-2026,07:00,2026-06-11 07:00:00,19.4,95.0,0.0,4.0,3,Berawan
11-06-2026,08:00,2026-06-11 08:00:00,21.1,92.0,0.0,2.8,1,Cerah Berawan
11-06-2026,09:00,2026-06-11 09:00:00,23.5,80.0,0.0,3.1,0,Cerah
11-06-2026,10:00,2026-06-11 10:00:00,25.6,67.0,0.0,3.2,0,Cerah
11-06-2026,11:00,2026-06-11 11:00:00,27.3,57.0,0.0,3.9,0,Cerah
11-06-2026,12:00,2026-06-11 12:00:00,28.5,51.0,0.0,5.7,1,Cerah Berawan
11-06-2026,13:00,2026-06-11 13:00:00,29.5,46.0,0.0,7.1,1,Cerah Berawan
11-06-2026,14:00,2026-06-11 14:00:00,29.6,48.0,0.0,7.1,0,Cerah
11-06-2026,15:00,2026-06-11 15:00:00,28.7,52.0,0.0,7.0,1,Cerah Berawan
11-06-2026,16:00,2026-06-11 16:00:00,27.5,59.0,0.0,5.8,1,Cerah Berawan
11-06-2026,17:00,2026-06-11 17:00:00,26.0,71.0,0.0,3.1,1,Cerah Berawan
11-06-2026,18:00,2026-06-11 18:00:00,23.8,82.0,0.1,2.4,51,Hujan Ringan
11-06-2026,19:00,2026-06-11 19:00:00,23.3,86.0,0.0,1.7,1,Cerah Berawan
11-06-2026,20:00,2026-06-11 20:00:00,22.7,90.0,0.0,0.7,1,Cerah Berawan
11-06-2026,21:00,2026-06-11 21:00:00,22.1,91.0,0.0,0.6,0,Cerah
11-06-2026,22:00,2026-06-11 22:00:00,21.7,90.0,0.0,1.1,0,Cerah
11-06-2026,23:00,2026-06-11 23:00:00,21.1,92.0,0.0,0.6,0,Cerah
