tanggal,jam,observed_datetime,temp_c,rh_pct,rain_mm,wind_kmh,weather_code,category
30-07-2026,00:00,2026-07-30 00:00:00,20.7,92.0,0.0,1.1,0,Cerah
30-07-2026,01:00,2026-07-30 01:00:00,20.5,93.0,0.0,1.1,1,Cerah Berawan
30-07-2026,02:00,2026-07-30 02:00:00,19.7,96.0,0.0,2.0,1,Cerah Berawan
30-07-2026,03:00,2026-07-30 03:00:00,19.3,97.0,0.0,1.9,1,Cerah Berawan
30-07-2026,04:00,2026-07-30 04:00:00,18.7,99.0,0.0,2.3,2,Cerah Berawan
30-07-2026,05:00,2026-07-30 05:00:00,18.3,99.0,0.0,2.3,3,Berawan
30-07-2026,06:00,2026-07-30 06:00:00,17.8,100,0.0,3.2,3,Berawan
30-07-2026,07:00,2026-07-30 07:00:00,19.7,94.0,0.0,4.7,1,Cerah Berawan
30-07-2026,08:00,2026-07-30 08:00:00,21.9,80.0,0.0,3.4,0,Cerah
30-07-2026,09:00,2026-07-30 09:00:00,24.4,62.0,0.0,4.0,0,Cerah
30-07-2026,10:00,2026-07-30 10:00:00,26.8,52.0,0.0,5.2,0,Cerah
30-07-2026,11:00,2026-07-30 11:00:00,28.8,48.0,0.0,5.8,1,Cerah Berawan
30-07-2026,12:00,2026-07-30 12:00:00,29.9,47.0,0.0,7.6,1,Cerah Berawan
30-07-2026,13:00,2026-07-30 13:00:00,30.3,45.0,0.1,7.2,51,Hujan Ringan
30-07-2026,14:00,2026-07-30 14:00:00,28.9,50.0,0.5,7.2,53,Hujan Ringan
30-07-2026,15:00,2026-07-30 15:00:00,27.5,57.0,0.4,6.9,51,Hujan Ringan
30-07-2026,16:00,2026-07-30 16:00:00,24.4,84.0,3.9,4.4,63,Hujan Sedang
30-07-2026,17:00,2026-07-30 17:00:00,23.4,92.0,1.0,2.1,55,Hujan Ringan
30-07-2026,18:00,2026-07-30 18:00:00,23.1,91.0,0.1,2.0,51,Hujan Ringan
30-07-2026,19:00,2026-07-30 19:00:00,23.3,87.0,0.0,2.9,2,Cerah Berawan
30-07-2026,20:00,2026-07-30 20:00:00,22.6,91.0,0.2,3.1,51,Hujan Ringan
30-07-2026,21:00,2026-07-30 21:00:00,21.8,95.0,0.0,3.5,2,Cerah Berawan
30-07-2026,22:00,2026-07-30 22:00:00,21.3,96.0,0.0,3.5,2,Cerah Berawan
30-07-2026,23:00,2026-07-30 23:00:00,20.8,97.0,0.0,3.0,2,Cerah Berawan
