target_date,source_id,jam,temp_error,rh_error,rain_error,category_score,overall_score
2026-06-12,METEOFRANCE,19:00,0.2,18.0,0.0,100.0,94.04
2026-06-12,METEOFRANCE,20:00,0.0,19.0,0.0,100.0,94.3
2026-06-12,METEOFRANCE,21:00,0.1,19.0,0.0,60.0,84.02
2026-06-12,METEOFRANCE,22:00,0.4,15.0,0.0,100.0,94.38
2026-06-12,METEOFRANCE,23:00,1.2,9.0,0.0,60.0,83.94
2026-06-12,METNO,13:00,2.3,9.7,0.3,0.0,64.45
2026-06-12,METNO,14:00,2.7,10.7,0.3,0.0,63.03
2026-06-12,METNO,15:00,2.3,9.7,0.3,0.0,64.45
2026-06-12,METNO,16:00,1.8,11.7,0.4,0.0,64.85
2026-06-12,METNO,17:00,2.6,18.0,0.5,0.0,60.32
2026-06-12,METNO,18:00,2.8,20.8,0.5,0.0,58.92
2026-06-12,METNO,19:00,3.1,19.4,0.0,100.0,85.5
2026-06-12,METNO,20:00,2.7,15.8,0.0,60.0,77.7
2026-06-12,METNO,21:00,2.3,14.8,0.0,100.0,89.12
2026-06-12,METNO,22:00,2.2,13.2,0.0,100.0,89.88
2026-06-12,METNO,23:00,2.0,14.5,0.0,60.0,80.05
2026-06-12,UKMO,00:00,1.5,15.0,0.0,60.0,81.3
2026-06-12,UKMO,01:00,0.3,6.0,0.0,60.0,87.36
2026-06-12,UKMO,02:00,0.2,3.0,0.0,60.0,88.54
2026-06-12,UKMO,03:00,0.5,7.0,0.0,60.0,86.5
2026-06-12,UKMO,04:00,0.5,5.0,0.0,100.0,97.1
2026-06-12,UKMO,05:00,1.4,6.0,0.0,60.0,84.28
2026-06-12,UKMO,06:00,0.6,7.0,0.0,60.0,86.22
2026-06-12,UKMO,07:00,0.1,6.0,0.0,60.0,87.92
2026-06-12,UKMO,08:00,1.2,3.0,0.0,60.0,85.74
2026-06-12,UKMO,09:00,2.0,4.0,0.0,100.0,93.2
2026-06-12,UKMO,10:00,1.8,1.0,0.0,60.0,84.66
2026-06-12,UKMO,11:00,1.3,2.0,0.0,60.0,85.76
2026-06-12,UKMO,12:00,1.7,0.0,0.0,60.0,85.24
2026-06-12,UKMO,13:00,1.9,5.0,0.0,100.0,93.18
2026-06-12,UKMO,14:00,2.2,6.0,0.0,100.0,92.04
2026-06-12,UKMO,15:00,2.0,9.0,0.0,100.0,91.7
2026-06-12,UKMO,16:00,1.6,9.0,0.0,60.0,82.82
2026-06-12,UKMO,17:00,1.3,8.0,0.0,100.0,93.96
2026-06-12,UKMO,18:00,1.2,11.0,0.0,100.0,93.34
2026-06-12,UKMO,19:00,1.8,11.0,0.0,100.0,91.66
2026-06-12,UKMO,20:00,1.4,9.0,0.0,100.0,93.38
2026-06-12,UKMO,21:00,1.1,8.0,0.0,100.0,94.52
2026-06-12,UKMO,22:00,0.5,6.0,0.0,60.0,86.8
