tanggal,jam,suhu_C,cuaca,RH_%,wind_kmh
02-09-2026,07:00,29.0,Cerah,46.0,5.3
02-09-2026,08:00,29.0,Cerah,46.0,5.3
02-09-2026,09:00,29.0,Cerah,46.0,5.3
02-09-2026,10:00,29.0,Cerah,46.0,5.3
02-09-2026,11:00,29.0,Cerah,46.0,5.3
02-09-2026,12:00,30.0,Cerah,40.0,8.1
02-09-2026,13:00,30.0,Cerah,40.0,8.1
02-09-2026,14:00,30.0,Cerah,40.0,8.1
02-09-2026,15:00,28.0,Cerah,47.0,9.7
02-09-2026,16:00,28.0,Cerah,47.0,9.7
02-09-2026,17:00,28.0,Cerah,47.0,9.7
02-09-2026,18:00,24.0,Cerah,77.0,6.7
02-09-2026,19:00,24.0,Cerah,77.0,6.7
02-09-2026,20:00,24.0,Cerah,77.0,6.7
02-09-2026,21:00,21.0,Cerah,90.0,3.8
02-09-2026,22:00,21.0,Cerah,90.0,3.8
02-09-2026,23:00,21.0,Cerah,90.0,3.8
