tanggal,jam,suhu_C,cuaca,RH_%,wind_kmh
13-09-2026,07:00,29.0,Cerah Berawan,39.0,9.0
13-09-2026,08:00,29.0,Cerah Berawan,39.0,9.0
13-09-2026,09:00,29.0,Cerah Berawan,39.0,9.0
13-09-2026,10:00,29.0,Cerah Berawan,39.0,9.0
13-09-2026,11:00,29.0,Cerah Berawan,39.0,9.0
13-09-2026,12:00,31.0,Berawan,32.0,11.5
13-09-2026,13:00,31.0,Berawan,32.0,11.5
13-09-2026,14:00,31.0,Berawan,32.0,11.5
13-09-2026,15:00,26.0,Berawan,39.0,9.9
13-09-2026,16:00,26.0,Berawan,39.0,9.9
13-09-2026,17:00,26.0,Berawan,39.0,9.9
13-09-2026,18:00,21.0,Berawan,65.0,3.0
13-09-2026,19:00,21.0,Berawan,65.0,3.0
13-09-2026,20:00,21.0,Berawan,65.0,3.0
13-09-2026,21:00,20.0,Berawan,92.0,3.5
13-09-2026,22:00,20.0,Berawan,92.0,3.5
13-09-2026,23:00,20.0,Berawan,92.0,3.5
