tanggal,jam,suhu_C,cuaca,RH_%,wind_kmh
02-08-2026,07:00,28.0,Cerah,54.0,5.0
02-08-2026,08:00,28.0,Cerah,54.0,5.0
02-08-2026,09:00,28.0,Cerah,54.0,5.0
02-08-2026,10:00,28.0,Cerah,54.0,5.0
02-08-2026,11:00,28.0,Cerah,54.0,5.0
02-08-2026,12:00,30.0,Cerah,53.0,11.1
02-08-2026,13:00,30.0,Cerah,53.0,11.1
02-08-2026,14:00,30.0,Cerah,53.0,11.1
02-08-2026,15:00,24.0,Cerah,65.0,11.5
02-08-2026,16:00,24.0,Cerah,65.0,11.5
02-08-2026,17:00,24.0,Cerah,65.0,11.5
02-08-2026,18:00,21.0,Cerah,84.0,3.6
02-08-2026,19:00,21.0,Cerah,84.0,3.6
02-08-2026,20:00,21.0,Cerah,84.0,3.6
02-08-2026,21:00,20.0,Cerah,90.0,0.7
02-08-2026,22:00,20.0,Cerah,90.0,0.7
02-08-2026,23:00,20.0,Cerah,90.0,0.7
