tanggal,jam,suhu_C,cuaca,RH_%,wind_kmh
24-06-2026,12:00,26.0,Berawan,64.0,9.4
24-06-2026,13:00,26.0,Berawan,64.0,9.4
24-06-2026,14:00,26.0,Berawan,64.0,9.4
24-06-2026,15:00,26.0,Berawan,64.0,9.4
24-06-2026,16:00,26.0,Berawan,64.0,9.4
24-06-2026,17:00,22.0,Cerah,87.0,1.2
24-06-2026,18:00,22.0,Cerah,87.0,1.2
24-06-2026,19:00,22.0,Cerah,87.0,1.2
24-06-2026,20:00,20.0,Cerah Berawan,96.0,0.4
24-06-2026,21:00,20.0,Cerah Berawan,96.0,0.4
24-06-2026,22:00,20.0,Cerah Berawan,96.0,0.4
24-06-2026,23:00,20.0,Cerah Berawan,96.0,0.4
