tanggal,jam,suhu_C,cuaca,RH_%,wind_kmh
08-08-2026,08:00,29.0,Cerah,34.0,7.5
08-08-2026,09:00,29.0,Cerah,34.0,7.5
08-08-2026,10:00,29.0,Cerah,34.0,7.5
08-08-2026,11:00,29.0,Cerah,34.0,7.5
08-08-2026,12:00,29.0,Cerah,34.0,7.5
08-08-2026,13:00,30.0,Cerah,40.0,10.6
08-08-2026,14:00,30.0,Cerah,40.0,10.6
08-08-2026,15:00,30.0,Cerah,40.0,10.6
08-08-2026,16:00,27.0,Cerah,62.0,5.0
08-08-2026,17:00,27.0,Cerah,62.0,5.0
08-08-2026,18:00,27.0,Cerah,62.0,5.0
08-08-2026,19:00,22.0,Cerah,83.0,3.4
08-08-2026,20:00,22.0,Cerah,83.0,3.4
08-08-2026,21:00,22.0,Cerah,83.0,3.4
08-08-2026,22:00,17.0,Cerah,95.0,3.5
08-08-2026,23:00,17.0,Cerah,95.0,3.5
