tanggal,jam,suhu_C,cuaca,RH_%,wind_kmh
29-08-2026,10:00,30.0,Cerah Berawan,30.0,5.0
29-08-2026,11:00,30.0,Cerah Berawan,30.0,5.0
29-08-2026,12:00,30.0,Cerah Berawan,30.0,5.0
29-08-2026,13:00,30.0,Cerah Berawan,30.0,5.0
29-08-2026,14:00,30.0,Cerah Berawan,30.0,5.0
29-08-2026,15:00,27.0,Berawan,42.0,9.0
29-08-2026,16:00,27.0,Berawan,42.0,9.0
29-08-2026,17:00,27.0,Berawan,42.0,9.0
29-08-2026,18:00,22.0,Cerah Berawan,66.0,5.3
29-08-2026,19:00,22.0,Cerah Berawan,66.0,5.3
29-08-2026,20:00,22.0,Cerah Berawan,66.0,5.3
29-08-2026,21:00,20.0,Cerah,81.0,1.7
29-08-2026,22:00,20.0,Cerah,81.0,1.7
29-08-2026,23:00,20.0,Cerah,81.0,1.7
