tanggal,jam,suhu_C,cuaca,RH_%,wind_kmh
19-08-2026,05:00,25.0,Cerah,68.0,4.3
19-08-2026,06:00,25.0,Cerah,68.0,4.3
19-08-2026,07:00,25.0,Cerah,68.0,4.3
19-08-2026,08:00,25.0,Cerah,68.0,4.3
19-08-2026,09:00,25.0,Cerah,68.0,4.3
19-08-2026,10:00,27.0,Cerah Berawan,58.0,8.7
19-08-2026,11:00,27.0,Cerah Berawan,58.0,8.7
19-08-2026,12:00,27.0,Cerah Berawan,58.0,8.7
19-08-2026,13:00,26.0,Cerah,61.0,8.4
19-08-2026,14:00,26.0,Cerah,61.0,8.4
19-08-2026,15:00,26.0,Cerah,61.0,8.4
19-08-2026,16:00,22.0,Berawan,69.0,1.0
19-08-2026,17:00,22.0,Berawan,69.0,1.0
19-08-2026,18:00,22.0,Berawan,69.0,1.0
19-08-2026,19:00,21.0,Cerah Berawan,80.0,0.1
19-08-2026,20:00,21.0,Cerah Berawan,80.0,0.1
19-08-2026,21:00,21.0,Cerah Berawan,80.0,0.1
19-08-2026,22:00,19.0,Berawan,89.0,1.7
19-08-2026,23:00,19.0,Berawan,89.0,1.7
