date,day_tag,hour,condition,rain_probability,temp_c,humidity_pct,heat_index_c,risk_class,risk_label
2026-06-14,Lusa,00:00,—,50.0,19.0,97.0,19.0,medium,Waspada hujan
2026-06-14,Lusa,03:00,—,0.0,17.0,99.0,17.0,low,Aman dipantau
2026-06-14,Lusa,06:00,—,0.0,21.0,87.0,21.0,low,Aman dipantau
2026-06-14,Lusa,09:00,—,0.0,25.0,68.0,25.0,low,Aman dipantau
2026-06-14,Lusa,12:00,—,0.0,27.0,62.0,28.2,low,Aman dipantau
2026-06-14,Lusa,15:00,—,50.0,25.0,76.0,25.0,medium,Waspada hujan
2026-06-14,Lusa,18:00,—,50.0,21.0,94.0,21.0,medium,Waspada hujan
2026-06-14,Lusa,19:00,—,57.0,21.0,94.0,21.0,medium,Waspada hujan
2026-06-14,Lusa,21:00,—,50.0,20.0,97.0,20.0,medium,Waspada hujan
