tanggal,jam,suhu_C,cuaca,RH_%,wind_kmh
16-08-2026,11:00,26.0,Cerah Berawan,63.0,6.7
16-08-2026,12:00,26.0,Cerah Berawan,63.0,6.7
16-08-2026,13:00,26.0,Cerah Berawan,63.0,6.7
16-08-2026,14:00,26.0,Cerah Berawan,63.0,6.7
16-08-2026,15:00,26.0,Cerah Berawan,63.0,6.7
16-08-2026,16:00,22.0,Cerah,82.0,1.3
16-08-2026,17:00,22.0,Cerah,82.0,1.3
16-08-2026,18:00,22.0,Cerah,82.0,1.3
16-08-2026,19:00,21.0,Cerah,90.0,0.7
16-08-2026,20:00,21.0,Cerah,90.0,0.7
16-08-2026,21:00,21.0,Cerah,90.0,0.7
16-08-2026,22:00,20.0,Cerah,94.0,2.8
16-08-2026,23:00,20.0,Cerah,94.0,2.8
