tanggal,jam,suhu_C,cuaca,RH_%,wind_kmh
06-08-2026,06:00,26.0,Cerah,58.0,4.9
06-08-2026,07:00,26.0,Cerah,58.0,4.9
06-08-2026,08:00,26.0,Cerah,58.0,4.9
06-08-2026,09:00,26.0,Cerah,58.0,4.9
06-08-2026,10:00,26.0,Cerah,58.0,4.9
06-08-2026,11:00,29.0,Cerah,45.0,8.0
06-08-2026,12:00,29.0,Cerah,45.0,8.0
06-08-2026,13:00,29.0,Cerah,45.0,8.0
06-08-2026,14:00,27.0,Berawan,51.0,8.9
06-08-2026,15:00,27.0,Berawan,51.0,8.9
06-08-2026,16:00,27.0,Berawan,51.0,8.9
06-08-2026,17:00,22.0,Cerah,74.0,4.6
06-08-2026,18:00,22.0,Cerah,74.0,4.6
06-08-2026,19:00,22.0,Cerah,74.0,4.6
06-08-2026,20:00,20.0,Cerah,86.0,0.3
06-08-2026,21:00,20.0,Cerah,86.0,0.3
06-08-2026,22:00,20.0,Cerah,86.0,0.3
06-08-2026,23:00,20.0,Cerah,86.0,0.3
