tanggal,jam,suhu_C,cuaca,RH_%,wind_kmh
31-08-2026,07:00,29.0,Cerah,47.0,3.2
31-08-2026,08:00,29.0,Cerah,47.0,3.2
31-08-2026,09:00,29.0,Cerah,47.0,3.2
31-08-2026,10:00,29.0,Cerah,47.0,3.2
31-08-2026,11:00,29.0,Cerah,47.0,3.2
31-08-2026,12:00,28.0,Cerah Berawan,58.0,9.3
31-08-2026,13:00,28.0,Cerah Berawan,58.0,9.3
31-08-2026,14:00,28.0,Cerah Berawan,58.0,9.3
31-08-2026,15:00,24.0,Cerah,75.0,5.9
31-08-2026,16:00,24.0,Cerah,75.0,5.9
31-08-2026,17:00,24.0,Cerah,75.0,5.9
31-08-2026,18:00,22.0,Cerah,86.0,2.3
31-08-2026,19:00,22.0,Cerah,86.0,2.3
31-08-2026,20:00,22.0,Cerah,86.0,2.3
31-08-2026,21:00,21.0,Cerah,93.0,3.6
31-08-2026,22:00,21.0,Cerah,93.0,3.6
31-08-2026,23:00,21.0,Cerah,93.0,3.6
