tanggal,jam,suhu_C,cuaca,RH_%,wind_kmh
14-06-2026,07:00,27.0,Cerah Berawan,67.0,6.0
14-06-2026,08:00,27.0,Cerah Berawan,67.0,6.0
14-06-2026,09:00,27.0,Cerah Berawan,67.0,6.0
14-06-2026,10:00,27.0,Cerah Berawan,67.0,6.0
14-06-2026,11:00,27.0,Cerah Berawan,67.0,6.0
14-06-2026,12:00,28.0,Cerah,62.0,9.0
14-06-2026,13:00,28.0,Cerah,62.0,9.0
14-06-2026,14:00,28.0,Cerah,62.0,9.0
14-06-2026,15:00,25.0,Cerah,74.0,7.9
14-06-2026,16:00,25.0,Cerah,74.0,7.9
14-06-2026,17:00,25.0,Cerah,74.0,7.9
14-06-2026,18:00,23.0,Cerah Berawan,92.0,2.5
14-06-2026,19:00,23.0,Cerah Berawan,92.0,2.5
14-06-2026,20:00,23.0,Cerah Berawan,92.0,2.5
14-06-2026,21:00,22.0,Cerah,94.0,0.2
14-06-2026,22:00,22.0,Cerah,94.0,0.2
14-06-2026,23:00,22.0,Cerah,94.0,0.2
