tanggal,jam,suhu_C,cuaca,RH_%,wind_kmh
21-06-2026,07:00,26.0,Cerah,60.0,5.9
21-06-2026,08:00,26.0,Cerah,60.0,5.9
21-06-2026,09:00,26.0,Cerah,60.0,5.9
21-06-2026,10:00,26.0,Cerah,60.0,5.9
21-06-2026,11:00,26.0,Cerah,60.0,5.9
21-06-2026,12:00,26.0,Cerah Berawan,61.0,6.5
21-06-2026,13:00,26.0,Cerah Berawan,61.0,6.5
21-06-2026,14:00,26.0,Cerah Berawan,61.0,6.5
21-06-2026,15:00,24.0,Cerah,75.0,7.0
21-06-2026,16:00,24.0,Cerah,75.0,7.0
21-06-2026,17:00,24.0,Cerah,75.0,7.0
21-06-2026,18:00,21.0,Cerah,86.0,1.3
21-06-2026,19:00,21.0,Cerah,86.0,1.3
21-06-2026,20:00,21.0,Cerah,86.0,1.3
21-06-2026,21:00,20.0,Cerah,92.0,1.5
21-06-2026,22:00,20.0,Cerah,92.0,1.5
21-06-2026,23:00,20.0,Cerah,92.0,1.5
