tanggal,jam,suhu_C,cuaca,RH_%,wind_kmh
10-08-2026,06:00,25.0,Cerah,45.0,3.5
10-08-2026,07:00,25.0,Cerah,45.0,3.5
10-08-2026,08:00,25.0,Cerah,45.0,3.5
10-08-2026,09:00,25.0,Cerah,45.0,3.5
10-08-2026,10:00,25.0,Cerah,45.0,3.5
10-08-2026,11:00,29.0,Cerah,42.0,20.3
10-08-2026,12:00,29.0,Cerah,42.0,20.3
10-08-2026,13:00,29.0,Cerah,42.0,20.3
10-08-2026,14:00,27.0,Cerah,49.0,16.2
10-08-2026,15:00,27.0,Cerah,49.0,16.2
10-08-2026,16:00,27.0,Cerah,49.0,16.2
10-08-2026,17:00,22.0,Cerah,65.0,10.2
10-08-2026,18:00,22.0,Cerah,65.0,10.2
10-08-2026,19:00,22.0,Cerah,65.0,10.2
10-08-2026,20:00,19.0,Cerah,83.0,1.5
10-08-2026,21:00,19.0,Cerah,83.0,1.5
10-08-2026,22:00,19.0,Cerah,83.0,1.5
10-08-2026,23:00,19.0,Cerah,83.0,1.5
