tanggal,jam,suhu_C,cuaca,RH_%,wind_kmh
24-09-2026,07:00,29.0,Cerah Berawan,36.0,4.8
24-09-2026,08:00,29.0,Cerah Berawan,36.0,4.8
24-09-2026,09:00,29.0,Cerah Berawan,36.0,4.8
24-09-2026,10:00,29.0,Cerah Berawan,36.0,4.8
24-09-2026,11:00,29.0,Cerah Berawan,36.0,4.8
24-09-2026,12:00,30.0,Cerah,38.0,8.4
24-09-2026,13:00,30.0,Cerah,38.0,8.4
24-09-2026,14:00,30.0,Cerah,38.0,8.4
24-09-2026,15:00,26.0,Cerah,49.0,10.4
24-09-2026,16:00,26.0,Cerah,49.0,10.4
24-09-2026,17:00,26.0,Cerah,49.0,10.4
24-09-2026,18:00,22.0,Berawan,70.0,3.7
24-09-2026,19:00,22.0,Berawan,70.0,3.7
24-09-2026,20:00,22.0,Berawan,70.0,3.7
24-09-2026,21:00,20.0,Cerah,80.0,0.6
24-09-2026,22:00,20.0,Cerah,80.0,0.6
24-09-2026,23:00,20.0,Cerah,80.0,0.6
