date,day_tag,hour,condition,rain_probability,temp_c,humidity_pct,heat_index_c,risk_class,risk_label
2026-06-14,Lusa,00:00,—,0.0,25.0,84.0,25.0,low,Aman dipantau
2026-06-14,Lusa,03:00,—,50.0,24.0,89.0,24.0,medium,Waspada hujan
2026-06-14,Lusa,04:00,—,57.0,24.0,89.0,24.0,medium,Waspada hujan
2026-06-14,Lusa,06:00,—,0.0,24.0,95.0,24.0,low,Aman dipantau
2026-06-14,Lusa,09:00,—,0.0,27.0,82.0,29.9,low,Aman dipantau
2026-06-14,Lusa,12:00,—,0.0,30.0,73.0,35.8,low,Aman dipantau
2026-06-14,Lusa,15:00,—,0.0,28.0,78.0,31.8,low,Aman dipantau
2026-06-14,Lusa,18:00,—,0.0,26.0,90.0,26.0,low,Aman dipantau
2026-06-14,Lusa,21:00,—,0.0,25.0,93.0,25.0,low,Aman dipantau
