tanggal,jam,suhu_C,cuaca,RH_%,wind_kmh
28-06-2026,07:00,32.0,Cerah,52.0,8.6
28-06-2026,08:00,32.0,Cerah,52.0,8.6
28-06-2026,09:00,32.0,Cerah,52.0,8.6
28-06-2026,10:00,32.0,Cerah,52.0,8.6
28-06-2026,11:00,32.0,Cerah,52.0,8.6
28-06-2026,12:00,34.0,Cerah,47.0,2.7
28-06-2026,13:00,34.0,Cerah,47.0,2.7
28-06-2026,14:00,34.0,Cerah,47.0,2.7
28-06-2026,15:00,31.0,Cerah,59.0,7.3
28-06-2026,16:00,31.0,Cerah,59.0,7.3
28-06-2026,17:00,31.0,Cerah,59.0,7.3
28-06-2026,18:00,28.0,Cerah,70.0,1.4
28-06-2026,19:00,28.0,Cerah,70.0,1.4
28-06-2026,20:00,28.0,Cerah,70.0,1.4
28-06-2026,21:00,25.0,Cerah,80.0,1.8
28-06-2026,22:00,25.0,Cerah,80.0,1.8
28-06-2026,23:00,25.0,Cerah,80.0,1.8
