tanggal,jam,suhu_C,cuaca,RH_%,wind_kmh
24-06-2026,12:00,31.0,Berawan,58.0,10.7
24-06-2026,13:00,31.0,Berawan,58.0,10.7
24-06-2026,14:00,31.0,Berawan,58.0,10.7
24-06-2026,15:00,31.0,Berawan,58.0,10.7
24-06-2026,16:00,31.0,Berawan,58.0,10.7
24-06-2026,17:00,28.0,Cerah,80.0,4.7
24-06-2026,18:00,28.0,Cerah,80.0,4.7
24-06-2026,19:00,28.0,Cerah,80.0,4.7
24-06-2026,20:00,27.0,Berawan,83.0,4.3
24-06-2026,21:00,27.0,Berawan,83.0,4.3
24-06-2026,22:00,27.0,Berawan,83.0,4.3
24-06-2026,23:00,27.0,Berawan,83.0,4.3
