tanggal,jam,suhu_C,cuaca,RH_%,wind_kmh
22-06-2026,08:00,32.0,Cerah,54.0,5.2
22-06-2026,09:00,32.0,Cerah,54.0,5.2
22-06-2026,10:00,32.0,Cerah,54.0,5.2
22-06-2026,11:00,32.0,Cerah,54.0,5.2
22-06-2026,12:00,32.0,Cerah,54.0,5.2
22-06-2026,13:00,32.0,Cerah,55.0,9.9
22-06-2026,14:00,32.0,Cerah,55.0,9.9
22-06-2026,15:00,32.0,Cerah,55.0,9.9
22-06-2026,16:00,29.0,Cerah Berawan,69.0,0.0
22-06-2026,17:00,29.0,Cerah Berawan,69.0,0.0
22-06-2026,18:00,29.0,Cerah Berawan,69.0,0.0
22-06-2026,19:00,25.0,Cerah Berawan,95.0,2.3
22-06-2026,20:00,25.0,Cerah Berawan,95.0,2.3
22-06-2026,21:00,25.0,Cerah Berawan,95.0,2.3
22-06-2026,22:00,25.0,Hujan Ringan,93.0,0.8
22-06-2026,23:00,25.0,Hujan Ringan,93.0,0.8
