tanggal,jam,suhu_C,cuaca,RH_%,wind_kmh
11-08-2026,06:00,31.0,Cerah,43.0,7.2
11-08-2026,07:00,31.0,Cerah,43.0,7.2
11-08-2026,08:00,31.0,Cerah,43.0,7.2
11-08-2026,09:00,31.0,Cerah,43.0,7.2
11-08-2026,10:00,31.0,Cerah,43.0,7.2
11-08-2026,11:00,34.0,Cerah,38.0,7.5
11-08-2026,12:00,34.0,Cerah,38.0,7.5
11-08-2026,13:00,34.0,Cerah,38.0,7.5
11-08-2026,14:00,32.0,Cerah,48.0,16.6
11-08-2026,15:00,32.0,Cerah,48.0,16.6
11-08-2026,16:00,32.0,Cerah,48.0,16.6
11-08-2026,17:00,28.0,Cerah,69.0,10.0
11-08-2026,18:00,28.0,Cerah,69.0,10.0
11-08-2026,19:00,28.0,Cerah,69.0,10.0
11-08-2026,20:00,26.0,Cerah,72.0,2.4
11-08-2026,21:00,26.0,Cerah,72.0,2.4
11-08-2026,22:00,26.0,Cerah,72.0,2.4
11-08-2026,23:00,26.0,Cerah,72.0,2.4
