tanggal,jam,suhu_C,cuaca,RH_%,wind_kmh
31-08-2026,07:00,34.0,Cerah,42.0,9.1
31-08-2026,08:00,34.0,Cerah,42.0,9.1
31-08-2026,09:00,34.0,Cerah,42.0,9.1
31-08-2026,10:00,34.0,Cerah,42.0,9.1
31-08-2026,11:00,34.0,Cerah,42.0,9.1
31-08-2026,12:00,34.0,Cerah,44.0,14.0
31-08-2026,13:00,34.0,Cerah,44.0,14.0
31-08-2026,14:00,34.0,Cerah,44.0,14.0
31-08-2026,15:00,30.0,Berawan,56.0,16.0
31-08-2026,16:00,30.0,Berawan,56.0,16.0
31-08-2026,17:00,30.0,Berawan,56.0,16.0
31-08-2026,18:00,28.0,Cerah,76.0,10.8
31-08-2026,19:00,28.0,Cerah,76.0,10.8
31-08-2026,20:00,28.0,Cerah,76.0,10.8
31-08-2026,21:00,27.0,Cerah,78.0,4.6
31-08-2026,22:00,27.0,Cerah,78.0,4.6
31-08-2026,23:00,27.0,Cerah,78.0,4.6
