tanggal,jam,suhu_C,cuaca,RH_%,wind_kmh
21-08-2026,09:00,32.0,Cerah,41.0,18.2
21-08-2026,10:00,32.0,Cerah,41.0,18.2
21-08-2026,11:00,32.0,Cerah,41.0,18.2
21-08-2026,12:00,32.0,Cerah,41.0,18.2
21-08-2026,13:00,32.0,Cerah,41.0,18.2
21-08-2026,14:00,30.0,Cerah,51.0,16.9
21-08-2026,15:00,30.0,Cerah,51.0,16.9
21-08-2026,16:00,30.0,Cerah,51.0,16.9
21-08-2026,17:00,27.0,Cerah,68.0,10.9
21-08-2026,18:00,27.0,Cerah,68.0,10.9
21-08-2026,19:00,27.0,Cerah,68.0,10.9
21-08-2026,20:00,26.0,Cerah,76.0,1.9
21-08-2026,21:00,26.0,Cerah,76.0,1.9
21-08-2026,22:00,26.0,Cerah,76.0,1.9
21-08-2026,23:00,26.0,Cerah,76.0,1.9
