tanggal,jam,suhu_C,cuaca,RH_%,wind_kmh
25-08-2026,09:00,36.0,Cerah,35.0,8.1
25-08-2026,10:00,36.0,Cerah,35.0,8.1
25-08-2026,11:00,36.0,Cerah,35.0,8.1
25-08-2026,12:00,36.0,Cerah,35.0,8.1
25-08-2026,13:00,36.0,Cerah,35.0,8.1
25-08-2026,14:00,32.0,Cerah,50.0,16.3
25-08-2026,15:00,32.0,Cerah,50.0,16.3
25-08-2026,16:00,32.0,Cerah,50.0,16.3
25-08-2026,17:00,28.0,Cerah,70.0,10.1
25-08-2026,18:00,28.0,Cerah,70.0,10.1
25-08-2026,19:00,28.0,Cerah,70.0,10.1
25-08-2026,20:00,27.0,Cerah,71.0,3.9
25-08-2026,21:00,27.0,Cerah,71.0,3.9
25-08-2026,22:00,27.0,Cerah,71.0,3.9
25-08-2026,23:00,27.0,Cerah,71.0,3.9
