date,day_tag,risk,condition,peak_rain_probability,peak_rain_hour,avg_temperature_c,avg_humidity_pct,advice
2026-06-14,Lusa,waspada,Berawan,57.0,04:00,26.1,86.0,"Aktivitas masih memungkinkan, tetapi siapkan payung atau jas hujan sekitar pukul 04:00."
