tanggal,jam,suhu_C,cuaca,RH_%,wind_kmh
06-09-2026,07:00,33.0,Cerah Berawan,30.0,7.1
06-09-2026,08:00,33.0,Cerah Berawan,30.0,7.1
06-09-2026,09:00,33.0,Cerah Berawan,30.0,7.1
06-09-2026,10:00,33.0,Cerah Berawan,30.0,7.1
06-09-2026,11:00,33.0,Cerah Berawan,30.0,7.1
06-09-2026,12:00,36.0,Cerah,26.0,3.0
06-09-2026,13:00,36.0,Cerah,26.0,3.0
06-09-2026,14:00,36.0,Cerah,26.0,3.0
06-09-2026,15:00,31.0,Cerah,41.0,11.3
06-09-2026,16:00,31.0,Cerah,41.0,11.3
06-09-2026,17:00,31.0,Cerah,41.0,11.3
06-09-2026,18:00,27.0,Cerah,55.0,2.5
06-09-2026,19:00,27.0,Cerah,55.0,2.5
06-09-2026,20:00,27.0,Cerah,55.0,2.5
06-09-2026,21:00,24.0,Cerah,64.0,1.3
06-09-2026,22:00,24.0,Cerah,64.0,1.3
06-09-2026,23:00,24.0,Cerah,64.0,1.3
