tanggal,jam,suhu_C,cuaca,RH_%,wind_kmh
01-09-2026,07:00,33.0,Cerah,44.0,14.1
01-09-2026,08:00,33.0,Cerah,44.0,14.1
01-09-2026,09:00,33.0,Cerah,44.0,14.1
01-09-2026,10:00,33.0,Cerah,44.0,14.1
01-09-2026,11:00,33.0,Cerah,44.0,14.1
01-09-2026,12:00,34.0,Cerah,46.0,17.1
01-09-2026,13:00,34.0,Cerah,46.0,17.1
01-09-2026,14:00,34.0,Cerah,46.0,17.1
01-09-2026,15:00,30.0,Cerah,63.0,16.3
01-09-2026,16:00,30.0,Cerah,63.0,16.3
01-09-2026,17:00,30.0,Cerah,63.0,16.3
01-09-2026,18:00,28.0,Cerah,75.0,12.3
01-09-2026,19:00,28.0,Cerah,75.0,12.3
01-09-2026,20:00,28.0,Cerah,75.0,12.3
01-09-2026,21:00,26.0,Cerah,77.0,6.5
01-09-2026,22:00,26.0,Cerah,77.0,6.5
01-09-2026,23:00,26.0,Cerah,77.0,6.5
