tanggal,jam,suhu_C,cuaca,RH_%,wind_kmh
20-08-2026,09:00,33.0,Cerah,47.0,24.7
20-08-2026,10:00,33.0,Cerah,47.0,24.7
20-08-2026,11:00,33.0,Cerah,47.0,24.7
20-08-2026,12:00,33.0,Cerah,47.0,24.7
20-08-2026,13:00,33.0,Cerah,47.0,24.7
20-08-2026,14:00,32.0,Cerah,52.0,23.6
20-08-2026,15:00,32.0,Cerah,52.0,23.6
20-08-2026,16:00,32.0,Cerah,52.0,23.6
20-08-2026,17:00,28.0,Cerah,66.0,10.3
20-08-2026,18:00,28.0,Cerah,66.0,10.3
20-08-2026,19:00,28.0,Cerah,66.0,10.3
20-08-2026,20:00,27.0,Cerah,76.0,1.0
20-08-2026,21:00,27.0,Cerah,76.0,1.0
20-08-2026,22:00,27.0,Cerah,76.0,1.0
20-08-2026,23:00,27.0,Cerah,76.0,1.0
