tanggal,jam,suhu_C,cuaca,RH_%,wind_kmh
27-08-2026,00:00,22.0,Cerah,80.0,1.6
27-08-2026,01:00,22.0,Cerah,80.0,1.6
27-08-2026,02:00,22.0,Cerah,80.0,1.6
27-08-2026,03:00,22.0,Cerah,80.0,1.6
27-08-2026,04:00,22.0,Cerah,84.0,1.8
27-08-2026,05:00,22.0,Cerah,84.0,1.8
27-08-2026,06:00,22.0,Cerah,84.0,1.8
27-08-2026,07:00,30.0,Cerah,46.0,7.1
27-08-2026,08:00,30.0,Cerah,46.0,7.1
27-08-2026,09:00,30.0,Cerah,46.0,7.1
27-08-2026,10:00,34.0,Cerah Berawan,32.0,6.7
27-08-2026,11:00,34.0,Cerah Berawan,32.0,6.7
27-08-2026,12:00,34.0,Cerah Berawan,32.0,6.7
27-08-2026,13:00,33.0,Cerah,41.0,12.5
27-08-2026,14:00,33.0,Cerah,41.0,12.5
27-08-2026,15:00,33.0,Cerah,41.0,12.5
27-08-2026,16:00,30.0,Cerah,46.0,1.3
27-08-2026,17:00,30.0,Cerah,46.0,1.3
27-08-2026,18:00,30.0,Cerah,46.0,1.3
27-08-2026,19:00,27.0,Cerah,58.0,1.6
27-08-2026,20:00,27.0,Cerah,58.0,1.6
27-08-2026,21:00,27.0,Cerah,58.0,1.6
27-08-2026,22:00,23.0,Cerah Berawan,67.0,1.9
27-08-2026,23:00,23.0,Cerah Berawan,67.0,1.9
