tanggal,jam,suhu_C,cuaca,RH_%,wind_kmh
09-08-2026,11:00,32.0,Cerah,42.0,13.9
09-08-2026,12:00,32.0,Cerah,42.0,13.9
09-08-2026,13:00,32.0,Cerah,42.0,13.9
09-08-2026,14:00,32.0,Cerah,42.0,13.9
09-08-2026,15:00,32.0,Cerah,42.0,13.9
09-08-2026,16:00,27.0,Cerah Berawan,61.0,6.3
09-08-2026,17:00,27.0,Cerah Berawan,61.0,6.3
09-08-2026,18:00,27.0,Cerah Berawan,61.0,6.3
09-08-2026,19:00,26.0,Cerah,72.0,4.0
09-08-2026,20:00,26.0,Cerah,72.0,4.0
09-08-2026,21:00,26.0,Cerah,72.0,4.0
09-08-2026,22:00,22.0,Cerah,79.0,2.9
09-08-2026,23:00,22.0,Cerah,79.0,2.9
