date,day_tag,hour,condition,temp_c,humidity_pct,heat_index_c,rain_probability,wind_kmh,risk,risk_class
2026-06-14,Lusa,00:00,—,25.0,84.0,25.0,0.0,3.5,rendah,green
2026-06-14,Lusa,03:00,—,24.0,89.0,24.0,50.0,4.7,sedang,yellow
2026-06-14,Lusa,04:00,—,24.0,89.0,24.0,57.0,4.7,waspada,orange
2026-06-14,Lusa,06:00,—,24.0,95.0,24.0,0.0,4.4,rendah,green
2026-06-14,Lusa,09:00,—,27.0,82.0,29.9,0.0,3.7,rendah,green
2026-06-14,Lusa,12:00,—,30.0,73.0,35.8,0.0,3.7,rendah,green
2026-06-14,Lusa,15:00,—,28.0,78.0,31.8,0.0,4.1,rendah,green
2026-06-14,Lusa,18:00,—,26.0,90.0,26.0,0.0,4.1,rendah,green
2026-06-14,Lusa,21:00,—,25.0,93.0,25.0,0.0,2.1,rendah,green
