tanggal,jam,suhu_C,cuaca,RH_%,wind_kmh
29-07-2026,06:00,30.0,Cerah,49.0,7.9
29-07-2026,07:00,30.0,Cerah,49.0,7.9
29-07-2026,08:00,30.0,Cerah,49.0,7.9
29-07-2026,09:00,30.0,Cerah,49.0,7.9
29-07-2026,10:00,30.0,Cerah,49.0,7.9
29-07-2026,11:00,34.0,Cerah,41.0,19.6
29-07-2026,12:00,34.0,Cerah,41.0,19.6
29-07-2026,13:00,34.0,Cerah,41.0,19.6
29-07-2026,14:00,31.0,Berawan,49.0,21.3
29-07-2026,15:00,31.0,Berawan,49.0,21.3
29-07-2026,16:00,31.0,Berawan,49.0,21.3
29-07-2026,17:00,28.0,Cerah,67.0,13.9
29-07-2026,18:00,28.0,Cerah,67.0,13.9
29-07-2026,19:00,28.0,Cerah,67.0,13.9
29-07-2026,20:00,27.0,Cerah,74.0,2.5
29-07-2026,21:00,27.0,Cerah,74.0,2.5
29-07-2026,22:00,27.0,Cerah,74.0,2.5
29-07-2026,23:00,27.0,Cerah,74.0,2.5
