tanggal,jam,suhu_C,cuaca,RH_%,wind_kmh
05-09-2026,07:00,36.0,Cerah Berawan,18.0,10.7
05-09-2026,08:00,36.0,Cerah Berawan,18.0,10.7
05-09-2026,09:00,36.0,Cerah Berawan,18.0,10.7
05-09-2026,10:00,36.0,Cerah Berawan,18.0,10.7
05-09-2026,11:00,36.0,Cerah Berawan,18.0,10.7
05-09-2026,12:00,38.0,Cerah,12.0,3.4
05-09-2026,13:00,38.0,Cerah,12.0,3.4
05-09-2026,14:00,38.0,Cerah,12.0,3.4
05-09-2026,15:00,33.0,Cerah Berawan,20.0,6.1
05-09-2026,16:00,33.0,Cerah Berawan,20.0,6.1
05-09-2026,17:00,33.0,Cerah Berawan,20.0,6.1
05-09-2026,18:00,26.0,Berawan,47.0,4.3
05-09-2026,19:00,26.0,Berawan,47.0,4.3
05-09-2026,20:00,26.0,Berawan,47.0,4.3
05-09-2026,21:00,23.0,Cerah Berawan,62.0,2.0
05-09-2026,22:00,23.0,Cerah Berawan,62.0,2.0
05-09-2026,23:00,23.0,Cerah Berawan,62.0,2.0
