tanggal,jam,suhu_C,cuaca,RH_%,wind_kmh
20-06-2026,07:00,32.0,Cerah,54.0,3.5
20-06-2026,08:00,32.0,Cerah,54.0,3.5
20-06-2026,09:00,32.0,Cerah,54.0,3.5
20-06-2026,10:00,32.0,Cerah,54.0,3.5
20-06-2026,11:00,32.0,Cerah,54.0,3.5
20-06-2026,12:00,31.0,Cerah Berawan,59.0,6.0
20-06-2026,13:00,31.0,Cerah Berawan,59.0,6.0
20-06-2026,14:00,31.0,Cerah Berawan,59.0,6.0
20-06-2026,15:00,29.0,Cerah,71.0,8.7
20-06-2026,16:00,29.0,Cerah,71.0,8.7
20-06-2026,17:00,29.0,Cerah,71.0,8.7
20-06-2026,18:00,27.0,Cerah,80.0,5.0
20-06-2026,19:00,27.0,Cerah,80.0,5.0
20-06-2026,20:00,27.0,Cerah,80.0,5.0
20-06-2026,21:00,25.0,Cerah,92.0,7.1
20-06-2026,22:00,25.0,Cerah,92.0,7.1
20-06-2026,23:00,25.0,Cerah,92.0,7.1
